FTSE Code,Stock Name,Company Name,Stock Industry,Stock Market,Stock Sector,Stock Symbol,Stock Market Cap,Address 1,Address 2,client_id,broker_id,exchange_name,ISIN,TICKER,SEDOL,Currency,Currency Code
09-691-4355,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,"SPI Energy Co., Ltd.",n/a,NYSE,Health,DFP,$496.77M,Suite 10,237 Sunbrook Street,55-4307157,11822-0578,NASDAQ,697379587-0,LT91 0770 0073 0274 0077,,Hryvnia,UAH
09-719-4749,Blackrock Global,"Gabelli Equity Trust, Inc. (The)",n/a,NYSE,Computers,BOE,$927.6M,Apt 1589,56148 Lighthouse Bay Junction,08-6824248,0008-0837,NYSE,655686152-9,FR47 0821 0740 77CN UGDY OT2J X08,,Rupee,NPR
09-780-2118,"VIVUS, Inc.",VEREIT Inc.,Health Care,NASDAQ,Music,VVUS,$121.54M,Room 1410,163 Vidon Circle,16-2698482,35000-800,NYSE,180331939-9,AL44 3056 1550 CVZJ P4FJ UYNG SLZM,,Afghani,AFN
09-802-3816,"Camping World Holdings, Inc.",Terex Corporation,Consumer Durables,NYSE,Books,CWH,$2.47B,Room 1429,2 Dottie Center,84-3993751,50268-619,NYSE,594716529-5,PL71 8088 1832 8871 8429 9900 3382,,Peso,PHP
09-826-3289,"LegacyTexas Financial Group, Inc.","Prudential Financial, Inc.",Finance,NASDAQ,Health,LTXB,$1.82B,Room 1462,748 Hollow Ridge Trail,80-0822418,36987-3224,NYSE,064632959-6,CH39 5680 5EQC S7XE 48RJ 9,,Real,BRL
09-845-1361,Qwest Corporation,LendingClub Corporation,Public Utilities,NYSE,Health,CTV,n/a,Suite 39,262 Toban Terrace,03-5216979,0615-5530,NYSE,863337461-7,NL84 GZGA 2836 6690 52,,Peso,MXN
09-855-1634,Alphabet Inc.,"Avnet, Inc.",Technology,NASDAQ,Sports,GOOGL,$663.12B,Room 1043,734 Kennedy Way,51-3065761,59735-310,NYSE,041726481-X,GE14 FR26 1521 2043 8974 28,,Peso,PHP
09-859-9776,Alliance World Dollar Government Fund II,Quotient Technology Inc.,n/a,NYSE,Automotive,AWF,$1.11B,Room 1650,3 Mccormick Drive,87-9461479,0456-2101,NYSE,569020036-0,MC05 5337 1355 98SR 9QVV ZKYM R30,,Dollar,CAD
09-863-7630,"Reliv' International, Inc.",Morgan Stanley,Health Care,NASDAQ,Games,RELV,$14.65M,Suite 60,0220 Tennyson Trail,45-9447068,35356-469,NYSE,400481442-1,GE13 MO51 0095 5834 8547 62,,Rupiah,IDR
09-867-4885,Universal Corporation,"Match Group, Inc.",Consumer Services,NYSE,Automotive,UVV,$1.68B,17th Floor,5825 Springs Trail,50-2142826,51141-2000,NASDAQ,520014516-3,BA60 9051 3939 9798 0319,,Ruble,RUB
09-944-5743,Fortuna Silver Mines Inc.,Gabelli Dividend,Basic Industries,NYSE,Games,FSM,$749.94M,Room 500,00278 7th Point,86-2385340,53174-000,NYSE,654016837-3,SA83 52SO 6VRT RFOC SO3H AUQG,,Yuan Renminbi,CNY
09-947-8969,"Athenex, Inc.","Hawaiian Holdings, Inc.",n/a,NASDAQ,Kids,ATNX,$767.4M,PO Box 1209,210 Ilene Lane,61-2518817,63187-195,NASDAQ,209265764-X,MD24 RGNX 0BEO OATP PQHS DPUG,,Sol,PEN
09-949-4920,"Asia Tigers Fund, Inc. (The)",VEON Ltd.,n/a,NYSE,Health,GRR,$42.55M,Apt 930,94466 Moulton Point,90-9460267,54162-269,NASDAQ,144357418-X,BG91 KTUX 6120 95OW AYIJ QQ,,Yuan Renminbi,CNY
09-955-5161,TIM Participacoes S.A.,Greif Bros. Corporation,Public Utilities,NYSE,Industrial,TSU,$6.97B,Suite 80,6 Jay Plaza,33-4476218,10096-0228,NYSE,719570427-0,SE02 8756 1522 6540 8797 6077,,Ringgit,MYR
09-977-2785,Siebert Financial Corp.,Yulong Eco-Materials Limited,Finance,NASDAQ,Industrial,SIEB,$83.04M,Suite 47,5332 Porter Crossing,29-6329142,30698-143,NASDAQ,768491726-9,GI18 SEPY TUKI LF4M UWSA IDB,,Rupiah,IDR
10-022-7034,"Maiden Holdings, Ltd.",Nuveen Quality Municipal Income Fund,n/a,NYSE,Health,MHNB.CL,n/a,PO Box 82774,2941 Stephen Drive,52-8126255,49035-321,NYSE,757330520-6,IE45 BTYP 8228 9556 3606 82,,Yuan Renminbi,CNY
10-032-6270,Ecopetrol S.A.,"CryoPort, Inc.",Energy,NYSE,Jewelry,EC,$18.77B,Suite 18,4 Oakridge Place,81-3238941,66116-513,NASDAQ,248215452-9,BG98 XORJ 4324 416R HTXW RG,,Rupiah,IDR
10-071-9612,Hovnanian Enterprises Inc,Target Corporation,Capital Goods,NYSE,Grocery,HOV,$340.42M,Apt 280,9 Vidon Point,28-1771481,24488-004,NYSE,678091796-6,DE04 9681 9030 2134 9775 44,,Peso,PHP
10-072-2803,ZAGG Inc,"Rockwell Medical, Inc.",Consumer Services,NASDAQ,Sports,ZAGG,$233.48M,Room 97,91908 Shasta Crossing,13-5320856,60429-902,NASDAQ,935403482-9,AT75 7350 3884 0138 2485,,Rupee,SCR
10-145-6957,Teva Pharmaceutical Industries Limited,"Spartan Motors, Inc.",Health Care,NYSE,Electronics,TEVA,$31.41B,Apt 1575,73718 Eagle Crest Drive,64-0354902,65044-9954,NASDAQ,669042670-X,GR96 8115 671J BUHR PAZJ UZZ3 CPP,,Peso,ARS
10-167-7786,"Alamo Group, Inc.",Packaging Corporation of America,Capital Goods,NYSE,Shoes,ALG,$1.06B,PO Box 37508,7 Eagle Crest Plaza,08-7055707,63868-331,NYSE,503996177-4,AZ82 YQRM ZHII MBEO SXNP XZXE P9XH,,Rupiah,IDR
10-181-7201,Cerulean Pharma Inc.,Blackrock Municipal Bond Trust,Health Care,NASDAQ,Movies,CERU,$9.89M,PO Box 68571,52649 Wayridge Alley,01-4781050,0019-0862,NYSE,349643198-9,SE38 4670 0818 7020 5523 5866,,Peso,COP
10-181-7858,LMP Capital and Income Fund Inc.,Therapix Biosciences Ltd.,n/a,NYSE,Electronics,SCD,$258.6M,Room 116,1532 Bellgrove Hill,51-6524520,48951-2002,NASDAQ,673818166-3,CH54 3797 9IYA FIG2 CUWG 8,,Yuan Renminbi,CNY
10-185-9571,IHS Markit Ltd.,NIC Inc.,Technology,NASDAQ,Electronics,INFO,$19.34B,PO Box 8064,28 Comanche Way,74-5663812,14783-434,NASDAQ,082751539-1,SK08 1427 1952 1464 6084 1019,,Lempira,HNL
10-189-9060,"Huttig Building Products, Inc.",Silvercrest Asset Management Group Inc.,Consumer Services,NASDAQ,Baby,HBP,$177.28M,Apt 164,0054 Clove Circle,69-2720575,48951-8231,NASDAQ,066711115-8,MK56 504V GKSX 4IWV A75,,Euro,EUR
10-231-6233,Vanda Pharmaceuticals Inc.,Vanda Pharmaceuticals Inc.,Health Care,NASDAQ,Movies,VNDA,$612.59M,Room 1089,5 Hudson Point,50-6472591,NASDAQ,,SK46 7749 7121 8553 9354 3693,63323-617,,Sol,PEN
10-268-7477,Oshkosh Corporation,"SunCoke Energy, Inc.",Capital Goods,NYSE,Games,OSK,$5.07B,Suite 65,3394 Homewood Plaza,52-3427024,36987-3387,NYSE,607701264-5,HU64 1950 9589 2714 4179 2177 0873,,Ruble,RUB
10-275-9683,PennantPark Investment Corporation,Datawatch Corporation,n/a,NYSE,Baby,PNTA.CL,n/a,20th Floor,479 Arizona Alley,97-6550095,76218-1828,NASDAQ,078687743-X,IL70 7710 9601 8440 2393 568,,Dollar,USD
10-285-1355,C&F Financial Corporation,Magellan Midstream Partners L.P.,Finance,NASDAQ,Tools,CFFI,$167.21M,Apt 1496,2 High Crossing Road,36-0828610,0078-0359,NYSE,613225113-8,FR59 8417 1944 11WR GZXW AEXG 383,,Yen,JPY
10-288-8808,Synaptics Incorporated,"Ringcentral, Inc.",Technology,NASDAQ,Movies,SYNA,$1.81B,Apt 690,9 Canary Drive,60-8192892,13845-1200,NYSE,032980675-0,LT65 4779 9207 5405 6954,,Dong,VND
10-297-2198,TriplePoint Venture Growth BDC Corp.,Adaptimmune Therapeutics plc,n/a,NYSE,Music,TPVZ,n/a,Apt 1344,6 Hintze Lane,69-5997149,59779-316,NASDAQ,585926129-2,LU40 574M PIFZ RPWD VOZ7,,Naira,NGN
10-321-1542,Pimco New York Municipal Income Fund II,"Bazaarvoice, Inc.",n/a,NYSE,Sports,PNI,$129.88M,Suite 45,618 Nevada Terrace,96-8285484,51325-300,NASDAQ,451110331-3,TN83 9895 4133 6211 6931 2610,,Yuan Renminbi,CNY
10-321-9373,"Best Buy Co., Inc.",Macro Bank Inc.,Consumer Services,NYSE,Toys,BBY,$16.97B,Suite 42,96 Oxford Crossing,09-5428093,41163-008,NYSE,112266430-3,IS85 9753 2890 4019 8858 2355 37,,Euro,EUR
10-328-4815,"BancorpSouth, Inc.","Federated Investors, Inc.",Finance,NYSE,Kids,BXS,$2.77B,Room 1694,55 Muir Place,42-7944890,68382-023,NYSE,170998280-2,RO09 EOIQ 9RIG WF7L 5XT4 EQIO,,Dollar,USD
10-336-3477,California Resources Corporation,"Advanced Energy Industries, Inc.",Energy,NYSE,Movies,CRC,$441.26M,Room 599,58 Vidon Alley,89-8743105,44924-018,NASDAQ,073059005-4,SI12 1140 2034 1451 097,,Rupiah,IDR
10-366-3965,Seritage Growth Properties,Corcept Therapeutics Incorporated,Finance,NYSE,Shoes,SRG,$2.34B,PO Box 86812,100 Huxley Plaza,78-8670629,53217-018,NASDAQ,655244205-X,FR60 9338 7941 17LQ PJSK 6YXH 537,,Yen,JPY
10-377-1503,A.H. Belo Corporation,Sonoco Products Company,Consumer Services,NYSE,Beauty,AHC,$120.61M,Room 967,2822 Hanson Street,64-3221396,57915-005,NYSE,999272350-5,RS27 2967 6331 0343 7634 62,,Yuan Renminbi,CNY
10-435-4243,"Jounce Therapeutics, Inc.","NACCO Industries, Inc.",Health Care,NASDAQ,Computers,JNCE,$498.65M,Room 1069,1572 Morning Junction,39-6102728,0904-6349,NYSE,957008050-7,LB15 2774 4VZG 2G6L F6KX BBOC R0RV,,Peso,ARS
10-460-3790,Horace Mann Educators Corporation,Graham Corporation,Finance,NYSE,Jewelry,HMN,$1.59B,Suite 53,0127 Moulton Terrace,78-5804178,68703-002,NYSE,491371346-9,NO87 3497 6221 129,,Yen,JPY
10-468-3031,"Texas Capital Bancshares, Inc.",Voya Emerging Markets High Income Dividend Equity Fund,Finance,NASDAQ,Kids,TCBI,$3.85B,Apt 1831,20 Homewood Center,48-2466847,10742-8134,NYSE,000092774-0,FR22 3200 1812 26WI KLEZ MSXL A49,,Yuan Renminbi,CNY
10-495-8207,Consolidated Water Co. Ltd.,Trimble Inc.,Public Utilities,NASDAQ,Toys,CWCO,$184.63M,20th Floor,100 Crest Line Plaza,89-4802048,63187-142,NASDAQ,524763153-6,FR43 5042 9649 16UM O1ID GE2H A30,,Dollar,USD
10-497-2428,"Boston Private Financial Holdings, Inc.",AudioCodes Ltd.,Finance,NASDAQ,Toys,BPFHW,n/a,18th Floor,6849 Stone Corner Circle,23-7535910,10849-004,NASDAQ,979252762-1,DE91 3027 1175 2137 8055 34,,Yuan Renminbi,CNY
10-520-9986,Blackrock New York Municipal Bond Trust,SteadyMed Ltd.,n/a,NYSE,Beauty,BQH,$40.22M,5th Floor,166 Knutson Place,14-5364010,0527-1349,NASDAQ,094191445-3,CY30 6650 7177 RSO1 FFBF NOYT VL3B,,Dollar,USD
10-549-4481,"China Information Technology, Inc.",Public Storage,Technology,NASDAQ,Health,CNIT,$39.32M,Suite 8,34212 Hovde Place,86-9342791,13537-255,NYSE,397613094-X,CH95 2429 9OON WCYX QZRC R,,Peso,PHP
10-554-1214,"Valeritas Holdings, Inc.",TD Ameritrade Holding Corporation,Health Care,NASDAQ,Movies,VLRX,$35.24M,Apt 549,253 Mosinee Crossing,17-5759116,54868-5975,NASDAQ,635566748-2,CY33 5652 5152 UFFN 2IGD 66Y1 0CM3,,Lempira,HNL
10-554-8946,First Trust Germany AlphaDEX Fund,"Western Asset Municipal High Income Fund, Inc.",n/a,NASDAQ,Music,FGM,$180.9M,Room 1994,7796 Blaine Park,19-6817652,61047-825,NYSE,236144576-X,FR80 5358 0692 46RN QG8A KT57 Q72,,Yuan Renminbi,CNY
10-565-7222,"Remark Holdings, Inc.",Capitala Finance Corp.,Consumer Services,NASDAQ,Books,MARK,$57.31M,Room 920,4 Buell Terrace,01-5541980,55301-299,NASDAQ,716086085-3,IS02 9922 6461 5504 0456 4947 91,,Peso,COP
10-578-2112,PureFunds ETFx HealthTech ETF,"Live Oak Bancshares, Inc.",n/a,NASDAQ,Health,IMED,n/a,Apt 1850,77503 Holy Cross Court,71-5613545,58118-0115,NASDAQ,027029169-5,EE64 2922 5797 8921 8578,,Yuan Renminbi,CNY
10-622-8368,RAIT Financial Trust,BanColombia S.A.,Consumer Services,NYSE,Grocery,RFTA,n/a,PO Box 40340,5429 Novick Terrace,21-0110040,52125-297,NYSE,599076855-9,SM68 I394 0930 583G X5O6 NEF2 LWG,,Rupiah,IDR
10-630-7377,"Fiesta Restaurant Group, Inc.","Brinker International, Inc.",Consumer Services,NASDAQ,Kids,FRGI,$571.04M,Apt 1364,9 Londonderry Hill,96-6368961,36987-1154,NYSE,712292435-1,RS79 4393 6962 3241 3377 08,,Afghani,AFN
10-637-0990,"Plains Group Holdings, L.P.",Colonial Investment Grade Municipal Trust,Energy,NYSE,Kids,PAGP,$3.77B,Apt 1487,4 Washington Pass,44-4849176,54868-6347,NYSE,763874306-7,LV59 WKNX LZPB FZ59 HTKR A,,Zloty,PLN
10-641-5471,Westrock Company,Corcept Therapeutics Incorporated,Consumer Durables,NYSE,Home,WRK,$14.44B,10th Floor,52 Summerview Place,74-2602185,55315-118,NASDAQ,376194176-5,SI97 5642 2844 1843 222,,Hryvnia,UAH
10-646-5747,Western Alliance Bancorporation,"EOG Resources, Inc.",Finance,NYSE,Industrial,WAL,$5.2B,5th Floor,452 Garrison Avenue,48-6296427,51672-1292,NYSE,969074054-7,LU89 298T SQAL ZQQQ 11NZ,,Euro,EUR
10-692-5044,First Trust High Yield Long/Short ETF,Colonial Intermediate High Income Fund,n/a,NASDAQ,Computers,HYLS,$1.23B,PO Box 96917,0836 Blaine Trail,41-5617830,36987-2586,NYSE,751093347-1,TR75 4888 2SPC P484 MRX5 5QAX WN,,Yuan Renminbi,CNY
10-714-2728,"QEP Resources, Inc.","Fidelity National Information Services, Inc.",Energy,NYSE,Toys,QEP,$2.18B,Suite 40,19446 Thompson Park,57-0602600,52533-005,NYSE,684425124-6,GR97 5814 280X 9FWB BAFH EA2M INW,,Shilling,KES
10-716-2529,"Franklin Financial Network, Inc.","Boot Barn Holdings, Inc.",Finance,NYSE,Clothing,FSB,$541.39M,Suite 37,27836 Dakota Park,11-5215426,51079-456,NYSE,176595867-9,FR63 0715 4749 92RH X4SA GKGD 332,,Peso,PHP
10-724-3013,"Safety Insurance Group, Inc.","Proteon Therapeutics, Inc.",Finance,NASDAQ,Tools,SAFT,$1.06B,Suite 66,149 Dakota Junction,78-6390582,51346-041,NASDAQ,958296699-8,MK65 8267 SIGA A5AU Y76,,Krona,SEK
10-759-2918,"PTC Therapeutics, Inc.",Alliant Energy Corporation,Health Care,NASDAQ,Home,PTCT,$700.74M,Suite 32,43 Northfield Street,65-9251312,55315-189,NYSE,035212425-3,AE20 4802 9584 5386 6174 464,,Yuan Renminbi,CNY
10-762-8095,Middlefield Banc Corp.,Check-Cap Ltd.,Finance,NASDAQ,Computers,MBCN,$168.26M,Apt 405,1907 Orin Drive,89-5850204,55301-447,NASDAQ,841027452-3,LB81 9602 SRRZ X2K8 Q0MN CG59 B9N1,,Ruble,RUB
10-770-2060,Microbot Medical Inc. ,At Home Group Inc.,Health Care,NASDAQ,Books,MBOT,$54.29M,Suite 43,1776 Lyons Hill,88-4317457,0135-0070,NYSE,729404313-2,SA69 361K TWFD A7YT EWFS TWU9,,Peso,COP
10-772-0782,Vornado Realty Trust,"Axcelis Technologies, Inc.",n/a,NYSE,Computers,VNO^I,n/a,Apt 1929,75 Scoville Trail,28-0625092,17478-762,NASDAQ,119551203-1,TN94 1361 6652 2907 5009 7030,,Koruna,CZK
10-778-7375,"Town Sports International Holdings, Inc.",Endeavour Silver Corporation,Consumer Services,NASDAQ,Toys,CLUB,$104.11M,15th Floor,76 Sheridan Park,32-7193112,52815-121,NYSE,329235224-X,AZ69 AUBK OB1C JVDB DR7O VBG3 ROGZ,,Hryvnia,UAH
10-788-6310,"Cyclacel Pharmaceuticals, Inc.",PowerShares Water Resources Portfolio,Health Care,NASDAQ,Jewelry,CYCCP,$1.95M,Room 148,98471 Heath Road,83-0815231,49035-005,NASDAQ,541634317-6,FR71 9441 1594 17TL HB71 QNJU Y35,,Rupiah,IDR
10-828-1857,8x8 Inc,Foresight Autonomous Holdings Ltd.,Public Utilities,NASDAQ,Automotive,EGHT,$1.35B,PO Box 88592,6874 Vera Court,46-1719537,49527-734,NASDAQ,258699984-3,GL02 1434 6631 1858 78,,Euro,EUR
10-857-9265,Universal Display Corporation,Universal Display Corporation,Capital Goods,NASDAQ,Garden,OLED,$5.5B,Suite 78,1096 Brentwood Court,43-1281580,NASDAQ,,,68196-803,,Zloty,PLN
10-860-7644,J P Morgan Chase & Co,"Zillow Group, Inc.",Finance,NYSE,Music,JPM,$306.18B,Apt 1321,532 Sachs Junction,54-3069097,66887-003,NASDAQ,818804341-9,GT58 EDWW 85A5 M7L0 GJUA 8EIV QPNT,,Zloty,PLN
10-862-5623,Western Asset Mortgage Capital Corporation,"Foundation Building Materials, Inc.",Consumer Services,NYSE,Outdoors,WMC,$442.25M,Apt 1775,23144 Forest Pass,49-9786795,0069-5800,NYSE,092055996-4,GL43 3288 0945 7949 93,,Rupiah,IDR
10-868-2649,Resource Capital Corp.,iShares 20+ Year Treasury Bond ETF,n/a,NYSE,Electronics,RSO^C,n/a,13th Floor,8 Dahle Circle,84-4527376,60505-3285,NASDAQ,131318620-1,IT87 U472 3965 3235 FTZE C1OF EAH,,Hryvnia,UAH
10-875-4555,"SenesTech, Inc.","FlexShopper, Inc.",Basic Industries,NASDAQ,Computers,SNES,$63.24M,Room 1851,23744 Buhler Drive,48-7729562,0085-4356,NASDAQ,129313181-4,AT59 0435 1723 0864 3803,,Rupiah,IDR
10-892-0436,"Blackrock MuniHoldings Fund, Inc.",Semgroup Corporation,n/a,NYSE,Kids,MHD,$243.6M,10th Floor,183 Center Trail,89-0354923,52125-481,NYSE,186379985-0,IL03 2453 5332 4556 5711 980,,Ruble,RUB
10-913-3087,Mechel PAO,"Wayside Technology Group, Inc.",Basic Industries,NYSE,Industrial,MTL,$884.58M,PO Box 80979,665 Florence Trail,50-5918648,66758-130,NASDAQ,492938347-1,FR58 4095 6933 828E BSGU RTDD Y45,,Tugrik,MNT
10-951-6313,"Banc of California, Inc.",Luminex Corporation,n/a,NYSE,Movies,BANC^C,n/a,Suite 33,32 Carberry Parkway,34-4094489,59667-0107,NASDAQ,292789722-0,ME34 4483 6463 2758 5425 56,,Rupiah,IDR
10-959-9113,Wabash National Corporation,CafePress Inc.,Capital Goods,NYSE,Outdoors,WNC,$1.26B,PO Box 26111,57 Bluejay Park,14-7497729,49884-308,NASDAQ,603928500-1,FR39 6110 1340 02FQ CS5B XF4R G33,,Guarani,PYG
10-960-0137,"Banco Santander, S.A.",Canterbury Park Holding Corporation,n/a,NYSE,Jewelry,SAN^I,n/a,Apt 19,678 Sutteridge Trail,60-0421667,76420-735,NASDAQ,067849931-4,RO15 NAHK RM8X RRPD YNEG 7HCW,,Yuan Renminbi,CNY
10-984-0109,"HomeStreet, Inc.",StoneMor Partners L.P.,Finance,NASDAQ,Automotive,HMST,$806.79M,Suite 67,50908 Elmside Plaza,07-8649033,52125-672,NYSE,074774165-4,FR29 0435 0561 09JR LHKV PGTN X79,,Peso,UYU
10-996-1368,Flushing Financial Corporation,"ING Group, N.V.",Finance,NASDAQ,Beauty,FFIC,$826.02M,PO Box 36274,4729 Pennsylvania Way,05-0878457,60512-6030,NYSE,833783954-6,LU94 073Z HYZR PHGU ZYMA,,Yuan Renminbi,CNY
11-004-1818,"American Assets Trust, Inc.","Trupanion, Inc.",Consumer Services,NYSE,Grocery,AAT,$1.89B,PO Box 7979,08965 Bunker Hill Place,48-4035893,55154-9403,NASDAQ,113485204-5,FR53 4939 0045 25Q4 XFYB CBNC N32,,Rupiah,IDR
11-045-3847,"PS Business Parks, Inc.","CBL & Associates Properties, Inc.",n/a,NYSE,Beauty,PSB^V,n/a,Room 1950,38 Bellgrove Parkway,27-8752830,36987-3143,NYSE,836626244-8,EE45 7266 9926 7791 3851,,Rupiah,IDR
11-048-2952,Allegion plc,Gabelli Multi-Media Trust Inc. (The),Consumer Services,NYSE,Books,ALLE,$7.77B,12th Floor,6 Orin Point,40-1030613,52731-7027,NYSE,618415321-8,EE87 0783 7862 4643 1871,,Rupiah,IDR
11-134-9390,"MaxPoint Interactive, Inc.",Apollo Commercial Real Estate Finance,Consumer Services,NASDAQ,Shoes,MXPT,$48.3M,15th Floor,20 Forster Junction,06-7875064,64141-005,NYSE,060130182-X,AE02 7119 3627 6355 7126 644,,Krona,SEK
11-136-4880,Public Storage,Shore Bancshares Inc,n/a,NYSE,Grocery,PSA^W,n/a,Suite 99,9673 Washington Trail,90-9612304,0904-3003,NASDAQ,195619136-4,MK68 290C L2CR XHAP D74,,Peso,PHP
11-146-4560,iShares MSCI Europe Financials Sector Index Fund,"National Oilwell Varco, Inc.",n/a,NASDAQ,Outdoors,EUFN,$1.15B,Apt 1150,001 Kingsford Trail,21-0042222,10096-0226,NYSE,896481213-1,CR59 7251 0004 8382 3524 6,,Shilling,KES
11-148-0565,Wix.com Ltd.,"ModusLink Global Solutions, Inc",Technology,NASDAQ,Jewelry,WIX,$3.11B,17th Floor,4 Eagle Crest Trail,24-3431277,68712-042,NASDAQ,286020638-8,GR81 7351 8744 0C4Z ELXK YA9W NHQ,,Yuan Renminbi,CNY
11-177-9358,Generac Holdlings Inc.,WisdomTree Emerging Markets Corporate Bond Fund,Consumer Durables,NYSE,Beauty,GNRC,$2.24B,1st Floor,8 Valley Edge Place,12-5045169,68084-537,NASDAQ,180584552-7,PK91 LVFC N01H DBIH NYKR F2B8,,Yuan Renminbi,CNY
11-182-4450,Nuveen Build America Bond Fund,Kite Realty Group Trust,n/a,NYSE,Toys,NBB,$555.7M,Room 1355,0 Del Mar Parkway,58-0740405,0113-0817,NYSE,404730206-6,NO02 4446 5439 719,,Real,BRL
11-185-6868,CNA Financial Corporation,"Beasley Broadcast Group, Inc.",Finance,NYSE,Automotive,CNA,$13.17B,Room 493,9255 Vahlen Street,47-9755450,0409-5092,NASDAQ,782322141-1,AT13 3286 7336 5066 1856,,Rial,IRR
11-200-6848,Eaton Vance Tax-Managed Diversified Equity Income Fund,Putnam Premier Income Trust,n/a,NYSE,Automotive,ETY,$1.73B,Apt 1480,412 Upham Circle,21-3062537,68382-201,NYSE,146214961-8,HU32 7045 1871 5950 7536 9982 1380,,Dollar,CAD
11-205-1469,"Net 1 UEPS Technologies, Inc.",Axar Acquisition Corp.,Finance,NASDAQ,Shoes,UEPS,$556.9M,Room 988,7 Dayton Trail,91-1764395,41250-217,NASDAQ,504387311-6,VG29 QTPK 4327 2772 3427 4242,,Krone,NOK
11-232-1493,Accuray Incorporated,First Community Corporation,Health Care,NASDAQ,Health,ARAY,$361.05M,Room 490,8 Lotheville Trail,55-6624727,56062-516,NASDAQ,258189664-7,BG59 AKJA 0277 984J Q1YS DQ,,Hryvnia,UAH
11-255-2613,General Electric Capital Corporation,"MoSys, Inc.",Energy,NYSE,Health,GEK,n/a,5th Floor,52 Fordem Parkway,90-4496144,53746-102,NASDAQ,698747364-1,MK56 198R HR5H IPM0 B21,,Euro,EUR
11-263-2750,"New York Mortgage Trust, Inc.",Check-Cap Ltd.,Consumer Services,NASDAQ,Toys,NYMTO,n/a,Suite 20,1396 Fair Oaks Pass,51-7351996,65044-5128,NASDAQ,159362403-4,PL02 9905 1621 8406 3393 4579 9682,,Zloty,PLN
11-283-4324,Vanda Pharmaceuticals Inc.,Ovid Therapeutics Inc.,Health Care,NASDAQ,Clothing,VNDA,$612.59M,Apt 1943,6 Manley Center,92-9532815,51655-102,NASDAQ,697628546-6,CR68 9244 0550 1200 8388 8,,Peso,PHP
11-314-3397,"Zendesk, Inc.",Grupo Financiero Santander Mexico S.A. B. de C.V.,Technology,NYSE,Health,ZEN,$2.69B,Apt 1621,82 Pennsylvania Hill,76-8903121,59137-550,NYSE,451711006-0,TR45 4134 1KUQ HZWE 48GX MRKX QK,,Yuan Renminbi,CNY
11-329-2230,"Brocade Communications Systems, Inc.",RAIT Financial Trust,Technology,NASDAQ,Baby,BRCD,$5.18B,Suite 35,24 Dryden Pass,46-6387775,59779-192,NYSE,130471935-9,FR61 6067 8193 0418 5JEY P9IN Z51,,Peso,ARS
11-336-0393,"Asia Pacific Fund, Inc. (The)",Pebblebrook Hotel Trust,n/a,NYSE,Baby,APB,$130.23M,7th Floor,10316 Sunfield Park,27-5003757,54868-5711,NYSE,187975231-X,FR69 0263 6601 12FS PZQ0 QSAW L39,,Peso,ARS
11-349-8531,"Flexsteel Industries, Inc.",El Paso Corporation,Consumer Durables,NASDAQ,Computers,FLXS,$413.03M,7th Floor,94673 Thompson Court,63-1707975,11527-162,NYSE,174172253-5,ME37 8954 0287 6043 6587 60,,Yuan Renminbi,CNY
11-374-1428,"Adams Diversified Equity Fund, Inc.","Cohen & Steers Select Preferred and Income Fund, Inc.",n/a,NYSE,Tools,ADX,$1.42B,PO Box 91198,53 Doe Crossing Place,45-0629340,43063-372,NYSE,152610856-9,IT77 U367 2941 863K OEJ7 QZ5Y QMM,,Ruble,BYR
11-383-6405,Huntsman Corporation,Invesco Bond Fund,Basic Industries,NYSE,Kids,HUN,$6.06B,Room 1071,58 Sommers Alley,67-0134542,28595-804,NYSE,908100616-9,AL09 6553 1240 67RB IHHJ 7T93 VABH,,Dinar,LYD
11-402-6236,"CapStar Financial Holdings, Inc.","Upland Software, Inc.",Finance,NASDAQ,Outdoors,CSTR,$196.97M,Suite 28,286 Twin Pines Plaza,74-3056487,59623-008,NASDAQ,956568878-0,FR79 0857 5453 29TH CVCR SVBA J15,,Pound,GBP
11-434-3163,"American Eagle Outfitters, Inc.",SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,Consumer Services,NYSE,Toys,AEO,$2.05B,Room 163,02 Buell Avenue,79-5593041,76218-1828,NYSE,524931770-7,MC58 9674 4907 70BT LEFQ 0IME W44,,Ruble,RUB
11-439-2668,OHA Investment Corporation,"Catalyst Biosciences, Inc. ",n/a,NASDAQ,Movies,OHAI,$24.59M,15th Floor,6 Bellgrove Trail,80-0553993,41167-3318,NASDAQ,771125924-7,PL03 8982 3516 5958 1726 3152 2358,,Dollar,CAD
11-447-5724,Coca-Cola Bottling Co. Consolidated,Permian Basin Royalty Trust,Consumer Non-Durables,NASDAQ,Books,COKE,$2.19B,3rd Floor,66 Del Sol Alley,29-2061031,65601-782,NYSE,498855624-7,PK51 HLGX I5FB 1XWC 4MOR VJT5,,Yen,JPY
11-477-3627,"Republic First Bancorp, Inc.","Carbonite, Inc.",Finance,NASDAQ,Jewelry,FRBK,$555.38M,Suite 96,7 Kingsford Way,96-1960645,55154-6668,NASDAQ,333993535-1,DK98 8145 6218 0640 09,,Dinar,RSD
