FTSE Code,Stock Name,Company Name,Stock Industry,Stock Market,Stock Sector,Stock Symbol,Stock Market Cap,Address 1,Address 2,client_id,exchange_name,ISIN,TICKER,SEDOL,Currency,Currency Code
09-528-7418,Oxford Lane Capital Corp.,Heico Corporation,n/a,NASDAQ,Kids,OXLC,$229.56M,18th Floor,01 Sundown Point,66-9983507,NYSE,459271903-4,ES77 1064 8290 3306 0225 3695,49999-297,Yen,JPY
09-534-9491,Vanguard Intermediate -Term Government Bond ETF,Immersion Corporation,n/a,NASDAQ,Sports,VGIT,$1.2B,Room 589,9724 South Place,66-9161491,NASDAQ,608313038-7,SA63 77ZT VF2K 14YA EV8G 2CN1,68382-069,Zloty,PLN
09-544-5233,WisdomTree Middle East Dividend Fund,Northrim BanCorp Inc,n/a,NASDAQ,Tools,GULF,$16.89M,Room 16,7173 Stoughton Avenue,54-1626122,NASDAQ,059391501-1,FO04 3858 9735 4122 89,51460-5000,Koruna,CZK
09-550-7456,Ardmore Shipping Corporation,El Paso Electric Company,Transportation,NYSE,Home,ASC,$263.57M,Suite 66,1053 Bluejay Park,34-1300086,NYSE,810766598-8,FR09 0321 4979 87UX UITE WHD2 Q68,0536-4086,Real,BRL
09-626-1827,"Becton, Dickinson and Company","Cohen & Steers Infrastructure Fund, Inc",Health Care,NYSE,Baby,BDX,$43.49B,Room 481,4346 Crescent Oaks Place,33-7277025,NYSE,871762705-2,LT31 9737 2575 4912 8258,41250-640,Yuan Renminbi,CNY
09-626-4499,Liberty All-Star Equity Fund,"FARO Technologies, Inc.",n/a,NYSE,Sports,USA,$1.06B,Apt 918,929 Northland Parkway,60-9495604,NASDAQ,652175278-2,SI04 6227 5029 4729 568,41595-5515,Peso,MXN
09-631-4696,Vanguard Short-Term Inflation-Protected Securities Index Fund,"Points International, Ltd.",n/a,NASDAQ,Books,VTIP,$3.56B,PO Box 15177,01 Dottie Court,94-0966355,NASDAQ,481937891-0,IT47 S592 5972 1551 YSMT HI9R VXU,68258-2012,Dong,VND
09-648-2531,Capital One Financial Corporation,Capital One Financial Corporation,Finance,NYSE,Shoes,COF,$39.27B,Suite 39,3 Blue Bill Park Trail,11-5775291,NASDAQ,132029906-7,DO78 CRCX 7445 4621 1593 9915 4578,54868-5315,Dollar,ZWL
09-649-7640,Aralez Pharmaceuticals Inc.,Aralez Pharmaceuticals Inc.,Health Care,NASDAQ,Grocery,ARLZ,$79.48M,PO Box 76224,439 Heffernan Parkway,03-8641142,NASDAQ,295105417-3,DK84 8000 9169 2989 85,52125-255,Yuan Renminbi,CNY
09-650-4860,Companhia Brasileira de Distribuicao,Companhia Brasileira de Distribuicao,Consumer Services,NYSE,Health,CBD,$5.41B,PO Box 47961,05526 Scoville Way,97-8630142,NYSE,414977881-7,RO26 WKQD JPWN JM2S IFAL DH1V,49288-0870,Peso,COP
09-652-8795,Pool Corporation,Vanguard Russell 1000 Value ETF,Consumer Durables,NASDAQ,Kids,POOL,$5.02B,3rd Floor,473 Old Shore Plaza,00-7075235,NASDAQ,468384043-X,CZ17 1277 6275 3296 3419 7778,21695-097,Yuan Renminbi,CNY
09-675-8020,PowerShares DWA Energy Momentum Portfolio,"Banco Santander, S.A.",n/a,NASDAQ,Sports,PXI,$94.83M,PO Box 85901,646 Cherokee Avenue,48-5287086,NYSE,022602710-4,PT75 0039 7769 0180 7831 2732 8,66715-9745,Yuan Renminbi,CNY
09-686-9012,Party City Holdco Inc.,Cincinnati Financial Corporation,Consumer Services,NYSE,Tools,PRTY,$1.83B,17th Floor,223 Jenifer Point,31-5070491,NASDAQ,258342170-0,IL02 0250 2582 9672 8789 551,60505-2608,Sol,PEN
09-695-3588,Community Healthcare Trust Incorporated,Flaherty & Crumrine Preferred Securities Income Fund Inc,Consumer Services,NYSE,Clothing,CHCT,$345.19M,Apt 802,3 Talmadge Crossing,53-7065657,NYSE,996858498-3,SK57 4701 6506 6339 2174 4097,43419-501,Rupiah,IDR
09-707-9261,"Associated Capital Group, Inc.","CBL & Associates Properties, Inc.",Finance,NYSE,Music,AC,$804.39M,20th Floor,70523 Kenwood Lane,15-2151688,NYSE,195301215-9,DK80 2777 2425 1989 16,0363-0340,Euro,EUR
09-724-9666,First Trust NASDAQ Clean Edge Green Energy Index Fund,"Allied World Assurance Company Holdings, AG",n/a,NASDAQ,Grocery,QCLN,$61.17M,Room 1431,6169 Esch Trail,25-3827725,NYSE,675355986-8,RS40 0086 6296 4860 5058 41,17856-0907,Euro,EUR
09-752-3117,TopBuild Corp.,Brookfield DTLA Inc.,Basic Industries,NYSE,Health,BLD,$1.95B,4th Floor,1 Autumn Leaf Center,26-0807108,NYSE,907845577-2,DE50 1680 8218 7277 7877 90,53329-902,Rupiah,IDR
09-788-7137,"Sucampo Pharmaceuticals, Inc.",PIMCO California Municipal Income Fund,Health Care,NASDAQ,Automotive,SCMP,$448.39M,PO Box 92765,00 Sunbrook Street,76-7488803,NYSE,152893332-X,AL63 6338 1210 AINX RNXI LYPF ZCAE,59427-005,Ruble,RUB
09-789-2423,"Enphase Energy, Inc.","Western Asset Municipal Partners Fund, Inc.",Technology,NASDAQ,Garden,ENPH,$64.89M,Apt 866,1 Heffernan Trail,71-2373026,NYSE,788158619-2,FR85 0055 3144 20B7 XASS LVCS M60,54868-4146,Yuan Renminbi,CNY
09-795-1264,"Mexico Equity and Income Fund, Inc. (The)","Carrols Restaurant Group, Inc.",n/a,NYSE,Toys,MXE,$83.2M,Suite 43,65696 Anthes Road,11-1954509,NASDAQ,217182593-6,FR08 8004 3110 02WX J5BI GYI5 X62,21695-075,Krone,NOK
09-821-6207,"Spark Energy, Inc.",uniQure N.V.,Public Utilities,NASDAQ,Outdoors,SPKEP,n/a,Room 1743,8527 Arkansas Lane,47-5855151,NASDAQ,861144080-3,FR94 9912 3186 57EJ KUJE JE7X 954,0615-6562,Dollar,USD
09-857-2121,"CoreLogic, Inc.",Blackrock MuniYield Investment Fund,Technology,NYSE,Outdoors,CLGX,$3.61B,Room 252,9994 Longview Crossing,94-8269325,NYSE,625520335-2,GI08 CFWN VOYL QLQ5 OHUS ZYV,63629-3354,Franc,XOF
09-880-2719,BlackRock Resources,"Cara Therapeutics, Inc.",n/a,NYSE,Outdoors,BCX,$794.46M,PO Box 86543,17823 Orin Alley,48-3466457,NASDAQ,994550779-6,NO82 0660 0498 491,59158-913,Euro,EUR
09-906-5511,"Argos Therapeutics, Inc.","Argos Therapeutics, Inc.",Health Care,NASDAQ,Music,ARGS,$16.14M,Room 218,623 Meadow Vale Junction,78-5338067,NASDAQ,818918953-0,CY40 7543 8616 LWNV HMFZ S2YQ F4VI,53808-0772,Yuan Renminbi,CNY
09-915-0415,Glen Burnie Bancorp,Leading Brands Inc,Finance,NASDAQ,Jewelry,GLBZ,$30.69M,Suite 100,965 Bowman Park,97-2803939,NASDAQ,953676139-4,CY52 0736 5409 F0SF VEZV BHHU SKKP,57955-5063,Euro,EUR
09-956-7232,Weatherford International plc,EnteroMedics Inc.,Energy,NYSE,Toys,WFT,$4.03B,17th Floor,885 Prentice Point,86-6117086,NASDAQ,480282590-0,CH73 9817 5HZM 1Z9K MFBQ X,0378-6614,Dinar,RSD
09-976-3027,"Superior Industries International, Inc.",Snap-On Incorporated,Capital Goods,NYSE,Computers,SUP,$479.46M,Suite 14,6236 Caliangt Point,93-9782608,NYSE,861927307-8,FR03 7986 4070 02AM 8SOD TOIX C21,12546-613,Rial,OMR
09-988-4118,Mercury General Corporation,"United Dominion Realty Trust, Inc.",Finance,NYSE,Movies,MCY,$3.11B,PO Box 82049,8 Quincy Junction,05-5502162,NYSE,947689662-0,FR19 1545 0532 16CX PMGK AM9G D31,11822-0668,Zloty,PLN
09-994-7947,Seanergy Maritime Holdings Corp,"American International Group, Inc.",Transportation,NASDAQ,Jewelry,SHIPW,n/a,Room 41,9 Kim Crossing,04-4794254,NYSE,315454508-5,SI38 1829 5430 8257 090,68428-063,Rupiah,IDR
10-006-3466,Pope Resources,Pope Resources,Consumer Non-Durables,NASDAQ,Computers,POPE,$320.19M,Apt 1036,2 Lindbergh Parkway,15-3362654,NASDAQ,008442478-8,LV37 NKEH 2WPM 6BJE 7ZOA 3,15127-907,Koruna,CZK
10-010-6928,Terreno Realty Corporation,"Saul Centers, Inc.",Finance,NYSE,Shoes,TRNO,$1.63B,Suite 31,4179 Fair Oaks Way,89-0321457,NYSE,907788972-8,RS46 6894 6757 5428 3593 78,0268-1023,Dollar,USD
10-033-0278,Agenus Inc.,TAL Education Group,Health Care,NASDAQ,Clothing,AGEN,$342.95M,4th Floor,5007 Longview Hill,32-9107024,NYSE,742516020-X,SI62 1691 8474 1287 317,68094-750,Krona,SEK
10-034-0289,"Scudder Global High Income Fund, Inc.","MacroGenics, Inc.",n/a,NYSE,Games,LBF,$56.46M,Suite 45,4 Redwing Circle,95-8164444,NASDAQ,588557534-7,SK23 6038 6141 8882 5553 3886,59779-995,Peso,PHP
10-047-6431,Universal Electronics Inc.,Alamos Gold Inc.,Consumer Non-Durables,NASDAQ,Electronics,UEIC,$959.07M,PO Box 4122,04 Autumn Leaf Park,09-6241870,NYSE,584043200-8,KZ52 6523 UWZL PXOY 5XMK,0113-1411,Euro,EUR
10-058-0602,First Trust High Income ETF,First Trust High Income ETF,n/a,NASDAQ,Music,FTHI,$48.31M,PO Box 15099,80 Hazelcrest Center,50-0116086,NYSE,309426850-1,MK71 067C OD3L TX1N X25,11084-116,Peso,ARS
10-061-3990,Kitov Pharmaceuticals Holdings Ltd.,Southern Company (The),Health Care,NASDAQ,Electronics,KTOV,$13.99M,7th Floor,9 Northland Street,96-4285859,NYSE,027043145-4,BR08 3675 3761 8948 8768 9890 031C T,42756-1080,Won,KRW
10-071-7423,Adaptimmune Therapeutics plc,Brainstorm Cell Therapeutics Inc.,Health Care,NASDAQ,Automotive,ADAP,$427.28M,Apt 138,32 Kedzie Pass,29-9936696,NASDAQ,616988354-5,VG82 MUCY 3951 4526 9987 0061,43857-0118,Dinar,LYD
10-103-0388,"Argo Group International Holdings, Ltd.","QEP Resources, Inc.",Finance,NASDAQ,Kids,AGIIL,n/a,Suite 47,8276 Bayside Park,62-1700129,NYSE,329697066-5,GT81 PQIS ALFY VECP LXWP L5JK CKX3,43478-903,Real,BRL
10-103-6293,Hilltop Holdings Inc.,"Rockwell Medical, Inc.",Finance,NYSE,Industrial,HTH,$2.6B,Apt 1729,744 Waxwing Avenue,56-2274521,NASDAQ,661109347-8,FR62 3492 3807 14NI 2UC4 KL0Q Y30,0832-0228,Denar,MKD
10-104-5149,Seaspan Corporation,"SITO Mobile, Ltd.",Transportation,NYSE,Beauty,SSWN,n/a,Apt 942,103 Buhler Plaza,17-1014729,NASDAQ,223725321-8,SK94 8505 4041 4084 0893 3537,51808-223,Peso,ARS
10-105-1926,Blueprint Medicines Corporation,"Compass Minerals International, Inc.",Health Care,NASDAQ,Industrial,BPMC,$1.56B,Room 153,08881 Glendale Street,43-3160020,NYSE,653758552-X,GR05 9771 779K E5CI HMQ5 JEIZ RJ1,59262-345,Rupiah,IDR
10-119-1400,"BioTelemetry, Inc.",ESCO Technologies Inc.,Health Care,NASDAQ,Clothing,BEAT,$819.54M,PO Box 70025,47 Algoma Court,40-0346628,NYSE,407382841-X,DK09 4934 6226 0599 68,65044-3456,Yuan Renminbi,CNY
10-132-0364,MGC Diagnostics Corporation,"Fiesta Restaurant Group, Inc.",Health Care,NASDAQ,Beauty,MGCD,$34.63M,11th Floor,27266 Utah Hill,13-2185119,NASDAQ,475865734-3,RS47 4192 6895 4054 5939 15,98132-721,Peso,PHP
10-155-4565,"DineEquity, Inc","DineEquity, Inc",Consumer Services,NYSE,Sports,DIN,$775.3M,Suite 63,3 Schmedeman Place,40-8482300,NYSE,789121331-3,GI36 YYAC VZGB CC7Y KT93 BGK,69103-3502,Dollar,NZD
10-179-3581,SeaSpine Holdings Corporation,Ita? CorpBanca,Health Care,NASDAQ,Automotive,SPNE,$116.58M,PO Box 28913,4955 Hollow Ridge Center,04-7428918,NYSE,687941275-0,MK97 126T NY4B FFOD J74,62935-452,Yuan Renminbi,CNY
10-185-4499,Goldcorp Inc.,"Payment Data Systems, Inc.",Basic Industries,NYSE,Sports,GG,$11.22B,Apt 1489,7 Schlimgen Hill,10-7375414,NASDAQ,871031747-3,CY33 4918 3866 AN6T 3ULW NKKZ PCCR,63577-035,Ruble,RUB
10-200-4296,Lehman ABS Corporation,Renasant Corporation,Finance,NYSE,Games,KTH,n/a,18th Floor,95029 Rockefeller Road,60-7313663,NASDAQ,487896475-8,ES89 5198 1242 6423 2456 7047,10736-014,Yuan Renminbi,CNY
10-229-1194,LCNB Corporation,Regulus Therapeutics Inc.,Finance,NASDAQ,Electronics,LCNB,$204.58M,Suite 87,2028 Stone Corner Street,53-4805593,NASDAQ,568839208-8,SM11 H205 9284 975I HMPO HLPQ W7L,65342-1011,Peso,COP
10-229-2255,The AES Corporation,ProShares UltraPro QQQ,Basic Industries,NYSE,Automotive,AES,$7.87B,Room 1340,419 Heffernan Place,55-0782096,NASDAQ,681396117-9,GT48 MLWO YFTH FHMD TBB5 P7NZ IRMK,11701-628,Peso,PHP
10-231-6233,Vanda Pharmaceuticals Inc.,Vanda Pharmaceuticals Inc.,Health Care,NASDAQ,Movies,VNDA,$612.59M,Room 1089,5 Hudson Point,50-6472591,NASDAQ,265400050-8,SK46 7749 7121 8553 9354 3693,63323-617,Sol,PEN
10-258-5342,Abeona Therapeutics Inc.,Sirius XM Holdings Inc.,Health Care,NASDAQ,Automotive,ABEOW,n/a,Apt 884,4 Fremont Park,27-8833310,NASDAQ,047117945-0,ME97 7157 2607 8524 7031 07,51706-303,Rupiah,IDR
10-269-2531,"Southern National Bancorp of Virginia, Inc.",AngloGold Ashanti Limited,Finance,NASDAQ,Computers,SONA,$211.4M,PO Box 32929,62737 Graceland Lane,47-9456902,NYSE,601799657-6,MD62 TKDO AUUZ VU4E FMSN VDST,41250-179,Real,BRL
10-298-0044,Bright Horizons Family Solutions Inc.,First Trust Large Cap Growth AlphaDEX Fund,Miscellaneous,NYSE,Home,BFAM,$4.61B,Room 1181,532 Kingsford Point,02-8575647,NASDAQ,291230605-1,PS56 ETBB PZVZ FGEL WSIZ XLYC Q26D C,65862-054,Real,BRL
10-320-6985,"Cogint, Inc.","Opexa Therapeutics, Inc.",Consumer Services,NASDAQ,Shoes,COGT,$249.26M,Suite 50,560 Lukken Junction,32-8322231,NASDAQ,453864045-X,DO87 GJGD 4878 0849 8129 9066 0720,0091-3707,Shekel,ILS
10-338-6176,"Laredo Petroleum, Inc.",PAREXEL International Corporation,Energy,NYSE,Sports,LPI,$2.58B,17th Floor,63 Rockefeller Terrace,09-8719565,NASDAQ,602470022-9,GB90 NAUL 6229 7679 4624 42,50436-9074,Sol,PEN
10-348-5289,"LightPath Technologies, Inc.","LightPath Technologies, Inc.",Technology,NASDAQ,Books,LPTH,$64.15M,Apt 1745,30943 Golf Course Park,23-1997928,NASDAQ,920314445-5,VG32 QIAZ 1019 6252 9153 4125,49288-0223,Yuan Renminbi,CNY
10-361-7081,Teledyne Technologies Incorporated,DLH Holdings Corp.,Capital Goods,NYSE,Beauty,TDY,$4.62B,Suite 44,4 Arkansas Plaza,97-6148346,NASDAQ,479540382-1,SI47 0874 8442 3725 215,64720-144,Zloty,PLN
10-365-0645,Sears Holdings Corporation,"Guaranty Federal Bancshares, Inc.",Consumer Services,NASDAQ,Grocery,SHLD,$715.46M,Room 1633,8504 Veith Parkway,54-3566772,NASDAQ,204106722-5,GR72 7588 9080 A879 FOWH 0KYA RJH,64193-424,Yuan Renminbi,CNY
10-381-1954,Cathay General Bancorp,Qwest Corporation,Finance,NASDAQ,Games,CATYW,n/a,Suite 38,9895 Randy Avenue,59-3451767,NYSE,017494826-3,FR52 4060 5255 46DN HWQM UGZB 119,27293-034,Yuan Renminbi,CNY
10-392-9981,"Smith & Nephew SNATS, Inc.",Teekay LNG Partners L.P.,Health Care,NYSE,Industrial,SNN,$15.92B,14th Floor,15774 Raven Street,77-7633799,NYSE,878416979-6,SA44 35EC ZJPO FU7E 1CSP QAZE,52125-060,Peso,ARS
10-405-0373,"NiSource, Inc","NiSource, Inc",Public Utilities,NYSE,Music,NI,$8.44B,PO Box 64447,9 Lien Lane,66-6921892,NASDAQ,616463724-4,FR37 7865 1327 84NC 38KG BJM4 S71,0378-4092,Rupiah,IDR
10-435-7558,Ryanair Holdings plc,Ryanair Holdings plc,Transportation,NASDAQ,Baby,RYAAY,$26.42B,12th Floor,2 Eastlawn Drive,38-9864626,NASDAQ,721818867-2,BG58 FNXN 9099 81GF 5X7X YE,63755-0001,Ruble,RUB
10-537-9815,"Audentes Therapeutics, Inc.",BlackRock Investment Quality Municipal Trust Inc. (The),Health Care,NASDAQ,Computers,BOLD,$463.59M,PO Box 12769,43 Lawn Pass,80-7266729,NYSE,897500919-X,SA29 90VG KFXT LHZU 0OCX BX4K,42847-103,Rupiah,IDR
10-577-0633,Gridsum Holding Inc.,Vanguard Emerging Markets Government Bond ETF,Technology,NASDAQ,Beauty,GSUM,$257.8M,Suite 64,6 Union Trail,65-6026474,NASDAQ,674784587-0,PS87 JNSB YVWA TBNB VUBH QKZF VFB8 M,30142-410,Euro,EUR
10-585-4320,"NexPoint Residential Trust, Inc.",Lsb Industries Inc.,Consumer Services,NYSE,Home,NXRT,$536.19M,PO Box 4884,57 Hintze Trail,62-3994456,NYSE,269805774-2,MT97 FSZX 4488 6XP8 H4IA MK7S 0I6C RLY,49349-095,Ariary,MGA
10-599-2487,Siebert Financial Corp.,Deluxe Corporation,Finance,NASDAQ,Toys,SIEB,$83.04M,7th Floor,4058 Pankratz Avenue,68-7986212,NYSE,613712699-4,FI56 4164 8050 4770 98,24090-473,Peso,PHP
10-622-7865,Koninklijke Philips N.V.,Koninklijke Philips N.V.,Energy,NYSE,Jewelry,PHG,$32.89B,Room 1441,79408 Colorado Junction,94-6814603,NASDAQ,825906677-7,PT32 8105 1855 8104 5045 8146 4,51460-5010,Koruna,CZK
10-636-3819,First Trust RiverFront Dynamic Europe ETF,"Intersections, Inc.",n/a,NASDAQ,Movies,RFEU,$52.66M,Room 14,8966 Eagan Place,73-1343905,NASDAQ,677575800-6,MU94 TXOH 5432 2585 5836 8115 329L CF,49502-902,Yuan Renminbi,CNY
10-688-3800,Baxter International Inc.,"Meridian Waste Solutions, Inc",Health Care,NYSE,Automotive,BAX,$31.49B,PO Box 43087,409 Loomis Road,51-3456426,NASDAQ,837357733-5,PL85 5389 7720 3326 4201 5994 5458,10542-011,Yuan Renminbi,CNY
10-689-8232,Allstate Corporation (The),Advanced Accelerator Applications S.A.,n/a,NYSE,Movies,ALL^D,n/a,Suite 55,759 4th Park,45-0508629,NASDAQ,305574773-9,EE54 5611 1713 8937 7088,60429-031,Euro,EUR
10-692-0518,Nuveen Select Tax Free Income Portfolio III,Southern Company (The),n/a,NYSE,Computers,NXR,$193.2M,Room 1537,522 Vernon Way,43-5800526,NYSE,513655502-5,SK25 2607 6726 8613 3299 0671,0440-1795,Rupee,MUR
10-697-6978,Pioneer Floating Rate Trust,"Perma-Fix Environmental Services, Inc.",n/a,NYSE,Home,PHD,$293.39M,10th Floor,075 Arkansas Avenue,79-3048875,NASDAQ,127228467-0,BG46 IHDW 0682 05FA FVQL P0,0781-1764,Yuan Renminbi,CNY
10-714-5844,Pembina Pipeline Corp.,First Trust New Opportunities MLP & Energy Fund,Energy,NYSE,Tools,PBA,$13.23B,3rd Floor,22 Almo Park,42-9203741,NYSE,525040944-X,FR27 8375 2847 82KY J5GT I5OY J43,11084-231,Yuan Renminbi,CNY
10-728-4480,"Guidance Software, Inc.","Aspen Technology, Inc.",Technology,NASDAQ,Games,GUID,$222.81M,PO Box 33699,77582 Calypso Terrace,64-8028175,NASDAQ,249912590-X,RO22 KMJQ Z2OH WLFW 0QMB T1IC,49349-706,Rand,ZAR
10-751-6706,Healthcare Realty Trust Incorporated,Fabrinet,Consumer Services,NYSE,Beauty,HR,$4.14B,Room 1324,68 Fieldstone Crossing,16-8518165,NYSE,495182309-8,BA53 8355 8904 3472 8756,0074-3797,Dirham,MAD
10-777-3257,Union Pacific Corporation,"Telephone and Data Systems, Inc.",Transportation,NYSE,Health,UNP,$89.93B,Apt 374,97206 Lawn Parkway,25-0803689,NYSE,339559345-2,LU93 2243 RT8H A7D8 J9JO,0074-9694,Euro,EUR
10-796-2078,"NextEra Energy, Inc.",Adamis Pharmaceuticals Corporation,n/a,NYSE,Kids,NEE^I,n/a,PO Box 2855,32 Forest Run Crossing,87-9808509,NASDAQ,247505516-2,FR09 7239 5666 16WP 02EJ CXZY Y57,25021-782,Rupiah,IDR
10-818-2475,"Universal Forest Products, Inc.","Clean Harbors, Inc.",Basic Industries,NASDAQ,Garden,UFPI,$1.83B,Room 1913,23520 Lakeland Alley,37-0101712,NYSE,108413519-1,FR59 6821 1593 81N1 6DVD BZ1M 978,49643-705,Won,KPW
10-841-0565,International Paper Company,International Paper Company,Basic Industries,NYSE,Health,IP,$23.33B,PO Box 79190,24 Mendota Pass,87-9561315,NYSE,481318284-4,KW96 ULFX 8BW1 MQ2R JQEM IXJS SQC4 CM,13537-042,Euro,EUR
10-857-9265,Universal Display Corporation,Universal Display Corporation,Capital Goods,NASDAQ,Garden,OLED,$5.5B,Suite 78,1096 Brentwood Court,43-1281580,NASDAQ,592390895-6,FR89 5296 3549 24UG ZNBJ LXJC N31,68196-803,Zloty,PLN
10-885-2688,PAVmed Inc.,"First Capital, Inc.",Health Care,NASDAQ,Jewelry,PAVMW,n/a,PO Box 66015,9120 Pennsylvania Alley,31-2647921,NASDAQ,860314087-1,NO06 2202 3512 178,0378-0503,Yuan Renminbi,CNY
10-934-7023,Oxford Lane Capital Corp.,Wintrust Financial Corporation,n/a,NASDAQ,Sports,OXLCN,$28.04M,5th Floor,9783 Nobel Crossing,86-7415726,NASDAQ,013539387-6,CR17 0954 3714 1442 6922 7,66129-102,Krona,SEK
10-992-5803,Qwest Corporation,State Street Corporation,Public Utilities,NYSE,Clothing,CTAA,n/a,Suite 61,8368 Portage Parkway,41-8851861,NYSE,675763167-9,SK82 7444 1020 2985 7345 1761,0093-2055,Rupiah,IDR
10-997-0828,"ConAgra Brands, Inc.","American Financial Group, Inc.",Consumer Non-Durables,NYSE,Industrial,CAG,$16.17B,Apt 1027,7801 Nevada Road,21-1639637,NYSE,747157864-5,FI12 4577 4804 7619 93,52085-001,Rupiah,IDR
11-021-2724,"Lumber Liquidators Holdings, Inc","Medidata Solutions, Inc.",Consumer Services,NYSE,Automotive,LL,$707.33M,Apt 1712,35400 Morningstar Road,17-1083954,NASDAQ,911729068-6,CZ31 0202 5624 0110 1742 9151,63323-712,Rupiah,IDR
11-029-9330,Thermo Fisher Scientific Inc,Thermo Fisher Scientific Inc,Capital Goods,NYSE,Baby,TMO,$68.41B,PO Box 76833,55 High Crossing Way,98-0927032,NASDAQ,140812853-5,TR31 7558 9CC5 VPHD 3MRK EO3E DG,33261-112,Yuan Renminbi,CNY
11-036-2518,First Trust NASDAQ Technology Dividend Index Fund,VictoryShares US Small Cap Volatility Wtd ETF,n/a,NASDAQ,Outdoors,TDIV,$718.39M,14th Floor,4 Tomscot Point,33-7255264,NASDAQ,078640398-5,LI42 8657 4A4C BQHQ 5F0Y V,54111-113,Dollar,USD
11-087-7334,"AutoZone, Inc.","AutoZone, Inc.",Consumer Services,NYSE,Electronics,AZO,$16.72B,Suite 30,23901 Grasskamp Circle,39-8454032,NASDAQ,045489238-1,SE70 2184 3489 0843 0376 8186,68258-5973,Rial,YER
11-103-0182,Rayonier Advanced Materials Inc.,Masimo Corporation,Basic Industries,NYSE,Sports,RYAM,$705.42M,11th Floor,400 Burning Wood Parkway,94-0656595,NASDAQ,797626052-9,MT57 TXLU 8012 7N6M ZU81 VEXE JO7J BDX,0310-0141,Rupiah,IDR
11-134-9418,PowerShares KBW Bank Portfolio,Neptune Technologies & Bioresources Inc,n/a,NASDAQ,Grocery,KBWB,$833.52M,8th Floor,32 Eggendart Lane,83-1166269,NASDAQ,101581379-8,FR47 7709 8945 71S7 7C9O DAVO 598,51346-141,Yuan Renminbi,CNY
11-136-8432,"JELD-WEN Holding, Inc.","BGC Partners, Inc.",Basic Industries,NYSE,Grocery,JELD,$3.6B,Apt 698,03964 Melrose Hill,84-5498154,NYSE,918878702-8,TR81 4443 9HI4 DOKP DAAM 67J1 M4,51862-156,Ruble,RUB
11-139-0302,Biglari Holdings Inc.,Axar Acquisition Corp.,Consumer Services,NYSE,Grocery,BH,$842.99M,7th Floor,0884 Magdeline Pass,04-6044654,NASDAQ,379802929-6,FO42 9044 8858 1447 95,60533-008,Dollar,USD
11-142-6619,Saratoga Investment Corp,PowerShares DWA Developed Markets Momentum Portfolio,n/a,NYSE,Music,SAB,n/a,Suite 2,0428 Mockingbird Alley,69-9463360,NASDAQ,308955175-6,GE87 YO55 6221 7680 4952 47,51346-239,Shilling,UGX
11-142-7522,"Canon, Inc.","Canon, Inc.",Miscellaneous,NYSE,Garden,CAJ,$38.48B,12th Floor,69 Stuart Point,01-4724588,NYSE,436943122-0,RS76 0853 9968 7881 1241 86,54569-4168,Yuan Renminbi,CNY
11-200-8705,Peoples Bancorp Inc.,Peoples Bancorp Inc.,Finance,NASDAQ,Kids,PEBO,$600.74M,Room 966,8 Buell Place,03-0004351,NASDAQ,753258180-2,MT37 YJIR 5639 96YP NCAP VL3H GXEN QEE,55154-6178,Krone,DKK
11-218-4134,"Rexford Industrial Realty, Inc.",PowerShares DWA Consumer Cyclicals Momentum Portfolio,n/a,NYSE,Books,REXR^A,n/a,Room 1358,553 Everett Plaza,73-3036246,NASDAQ,983205675-6,AE14 9034 8300 2297 4301 321,54868-5347,Real,BRL
11-263-8173,National Steel Company,National Steel Company,Capital Goods,NYSE,Shoes,SID,$2.51B,PO Box 6039,416 Forest Dale Pass,39-3387303,NASDAQ,606586700-4,AD58 3568 6973 SBRA TFRI EPOP,55154-0883,Real,BRL
11-264-5847,Acxiom Corporation,"Ossen Innovation Co., Ltd.",Technology,NASDAQ,Automotive,ACXM,$2.06B,19th Floor,5007 Thompson Point,29-5499472,NASDAQ,807447439-9,KW71 YLWD 6EAO E1VM 4HJZ DKP2 ZMRY WD,64117-188,Rupiah,IDR
11-265-1682,First Trust Managed Municipal ETF,Pacific Gas & Electric Co.,n/a,NASDAQ,Jewelry,FMB,$137.93M,Room 1771,904 Vernon Parkway,32-0081051,NYSE,992965663-4,IL47 4989 3879 2994 4505 986,15127-940,Denar,MKD
11-287-9249,Antero Resources Corporation,XTL Biopharmaceuticals Ltd.,Energy,NYSE,Industrial,AR,$7.13B,Suite 82,49 Lyons Street,66-1787204,NASDAQ,735044230-0,CR22 6277 8357 4933 1902 1,61957-1027,Dollar,USD
11-302-0611,Myovant Sciences Ltd.,China Eastern Airlines Corporation Ltd.,Health Care,NYSE,Sports,MYOV,$683.9M,PO Box 66876,222 Goodland Alley,19-5601798,NYSE,041191295-X,LB35 7053 LM9T PJ8F ELPQ QNQT BYBW,62011-0217,Euro,EUR
11-324-5763,"America's Car-Mart, Inc.","Akoustis Technologies, Inc.",Consumer Durables,NASDAQ,Baby,CRMT,$286.11M,8th Floor,6 Huxley Avenue,46-4299975,NASDAQ,682838044-4,MU48 DNWR 3030 7468 1842 9541 868B JX,16714-621,Kuna,HRK
11-387-6002,"MercadoLibre, Inc.","MercadoLibre, Inc.",Miscellaneous,NASDAQ,Beauty,MELI,$11.63B,PO Box 97200,845 Toban Plaza,46-0832882,NASDAQ,193342039-1,AE30 7242 3240 6722 9891 158,60846-804,Krone,NOK
