FTSE Code,Stock Name,Company Name,Stock Industry,Stock Market,Stock Sector,Stock Symbol,Stock Market Cap,Address 1,Address 2,client_id,broker_id,exchange_name,ISIN,TICKER,SEDOL,Currency,Currency Code
74-512-9409,"Synopsys, Inc.",TapImmune Inc.,Technology,NASDAQ,Toys,SNPS,$11.09B,12th Floor,15856 Oak Hill,88-0818804,58118-5017,NASDAQ,768587750-3,CY88 3331 5203 8URU UEWS JJSE MMGL,,Euro,EUR
55-309-8679,First Trust Nasdaq Transportation ETF,"Rubicon Technology, Inc.",n/a,NASDAQ,Kids,FTXR,$2.4M,7th Floor,0614 Bay Avenue,83-2418264,10742-8123,NASDAQ,725104732-2,CR97 6998 4001 1187 6985 9,,Peso,PHP
41-777-0821,"Simon Property Group, Inc.",Cincinnati Bell Inc,Consumer Services,NYSE,Games,SPG,$50.03B,PO Box 51987,25 Del Mar Plaza,86-6146191,0067-6290,NYSE,293680221-0,SM22 E063 3625 013L CPIB 6AGM 4QW,,Rupiah,IDR
51-691-6680,"Southern First Bancshares, Inc.",PowerShares KBW High Dividend Yield Financial Portfolio,Finance,NASDAQ,Industrial,SFST,$261.9M,Apt 450,23959 Bayside Avenue,64-9995856,42421-115,NASDAQ,110685291-5,RO02 EKCG BNGC BJXG QAK3 1NLY,,Euro,EUR
71-345-4715,"Shineco, Inc.",Pinnacle West Capital Corporation,Consumer Non-Durables,NASDAQ,Tools,TYHT,$77.2M,Room 1699,50 Bayside Point,29-7432992,59824-0008,NYSE,692523064-8,AT53 1903 3953 0226 9860,,Yuan Renminbi,CNY
57-485-5727,"Basic Energy Services, Inc.",Rayonier Advanced Materials Inc.,Energy,NYSE,Games,BAS,$595.41M,Apt 1794,4 Pine View Avenue,60-0749407,76414-010,NYSE,721351261-7,LI87 5292 48XD QVHG LXAP N,,Ruble,RUB
29-964-8821,Jazz Pharmaceuticals plc,"Envestnet, Inc",Health Care,NASDAQ,Home,JAZZ,$9B,Suite 31,4 Grim Parkway,51-6905690,0781-5234,NYSE,902232659-4,MC48 5353 8018 11LI RRRF CB9Q Y04,,Dollar,USD
68-432-1892,EPR Properties,Aegon NV,n/a,NYSE,Games,EPR^F,n/a,Suite 6,827 Kings Lane,46-8797189,0378-5427,NYSE,034778277-9,BE52 9353 0441 6132,,Kuna,HRK
68-440-3783,"Waste Connections, Inc.","AmTrust Financial Services, Inc.",Public Utilities,NYSE,Toys,WCN,$26.41B,Room 843,24409 Fisk Court,62-7468556,43846-0011,NYSE,752554178-7,GI02 FPAY MCET ZENP QACT H5B,,Euro,EUR
86-921-1938,Seagate Technology PLC,Morgan Stanley,Technology,NASDAQ,Computers,STX,$12.47B,13th Floor,45954 Bunker Hill Street,60-3087432,49035-722,NYSE,902464601-4,BA23 1765 7659 5924 3577,,Baht,THB
97-864-4320,Lam Research Corporation,Kingold Jewelry Inc.,Technology,NASDAQ,Books,LRCX,$23.91B,Apt 85,44 Bay Point,78-8298920,24596-000,NASDAQ,715238120-8,VG85 KHSC 1054 1141 2322 3675,,Rupiah,IDR
65-678-0068,CoreSite Realty Corporation,Quantum Corporation,n/a,NYSE,Beauty,COR^A,n/a,Room 404,7121 Mayer Court,37-0283544,64406-806,NYSE,459622067-0,BE95 3888 2778 3391,,Peso,PHP
93-629-7050,DDR Corp.,"Akorn, Inc.",n/a,NYSE,Garden,DDR^A,n/a,Room 1935,5 Northview Park,60-0613925,0245-0181,NASDAQ,873653981-3,KZ11 5911 7W0D OVO7 8MPU,,Naira,NGN
21-235-1727,"Home BancShares, Inc.","Medidata Solutions, Inc.",Finance,NASDAQ,Clothing,HOMB,$3.66B,Apt 1608,2594 Maple Avenue,33-5268204,16590-256,NASDAQ,947769513-0,DE14 1669 6976 0242 6602 63,,Peso,COP
31-600-6351,BlackRock 2022 Global Income Opportunity Trust,"Inventure Foods, Inc.",n/a,NYSE,Jewelry,BGIO,$209.97M,Suite 48,72 Arapahoe Parkway,18-0419286,60432-560,NASDAQ,221082537-7,BH57 XJDL HIXA QTPN EG5I A5,,Yuan Renminbi,CNY
63-533-6735,Gabelli Dividend,"Hamilton Bancorp, Inc.",n/a,NYSE,Computers,GDV^A,n/a,Room 320,7395 Summer Ridge Park,35-8674075,54868-5412,NASDAQ,238502347-4,FI83 4384 0113 2655 53,,Yuan Renminbi,CNY
41-532-7934,"Forum Energy Technologies, Inc.",Evercore Partners Inc,Energy,NYSE,Beauty,FET,$1.66B,Apt 1621,2 Mccormick Lane,20-4418148,54868-4438,NYSE,488582158-4,FI40 0928 8603 5431 28,,Euro,EUR
79-030-4102,WisdomTree U.S. Quality Dividend Growth Fund,Vanguard Short-Term Government ETF,n/a,NASDAQ,Beauty,DGRW,$1.45B,PO Box 61172,28 Kenwood Road,60-2942459,55312-402,NASDAQ,392117154-7,KW56 AYZX ZDEE 93AJ YEHV HPYO Z9SP RD,,Franc,XOF
48-958-6555,Pinnacle West Capital Corporation,"First Financial Bankshares, Inc.",Public Utilities,NYSE,Electronics,PNW,$9.92B,Suite 58,5416 Jackson Trail,01-6354505,0363-2104,NASDAQ,104327339-5,SE37 3735 8055 1954 3245 2969,,Yuan Renminbi,CNY
14-053-3922,"PRGX Global, Inc.",Bill Barrett Corporation,Consumer Services,NASDAQ,Movies,PRGX,$142.71M,Apt 1095,401 Shopko Parkway,92-0449771,50383-779,NYSE,113950664-1,KZ67 388I 1SH8 ZZYD BSQZ,,Taka,BDT
05-664-7766,"AveXis, Inc.","Hill International, Inc.",Health Care,NASDAQ,Sports,AVXS,$1.97B,Apt 457,1314 Fair Oaks Place,24-5325380,43269-634,NYSE,162121427-3,ME29 2465 9722 5345 3722 39,,Yen,JPY
21-687-5656,WisdomTree U.S. Quality Dividend Growth Fund,Bank of America Corporation,n/a,NASDAQ,Toys,DGRW,$1.45B,7th Floor,5985 Morrow Parkway,97-6796978,68012-052,NYSE,195370255-4,DK91 0852 5934 0684 17,,Peso,PHP
68-410-9937,"Innovative Industrial Properties, Inc.",GCP Applied Technologies Inc.,Finance,NYSE,Beauty,IIPR,$61.03M,4th Floor,274 Quincy Point,68-3369377,49348-029,NYSE,969094353-7,LV84 HULT XC0C KEDO KMVR G,,Peso,ARS
29-468-7825,JM Global Holding Company,BiondVax Pharmaceuticals Ltd.,Finance,NASDAQ,Kids,WYIG,$65.43M,Apt 1062,9919 Troy Avenue,36-8589153,59779-952,NASDAQ,957738108-1,MK92 753W GOVZ BBYZ G13,,Koruna,CZK
56-131-8820,"Cohen & Steers Closed-End Opportunity Fund, Inc.","Arrowhead Pharmaceuticals, Inc.",n/a,NYSE,Games,FOF,$351M,Suite 81,52281 Pierstorff Trail,80-6592515,16590-166,NASDAQ,801863472-6,IE18 HZSH 6991 1122 9592 38,,Real,BRL
37-975-7923,Snap-On Incorporated,"United Bankshares, Inc.",Capital Goods,NYSE,Outdoors,SNA,$9.15B,Suite 55,41 Londonderry Parkway,95-4580053,67777-120,NASDAQ,492162446-1,CR04 4270 8788 3363 0042 9,,Rupiah,IDR
62-051-5913,Grupo Televisa S.A.,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",Consumer Services,NYSE,Baby,TV,$14.27B,Room 1928,3 Portage Crossing,93-1889646,68788-9899,NYSE,735991885-5,RO08 MXTR X6C4 64BW TFTH GZZ1,,Rupiah,IDR
99-477-9195,"Cisco Systems, Inc.",Weight Watchers International Inc,Technology,NASDAQ,Computers,CSCO,$158.15B,Suite 9,8567 Reindahl Point,19-3642395,62750-040,NYSE,003214450-4,FR64 3497 9982 42RU YMBJ HJK5 O35,,Litas,LTL
05-959-7640,EPR Properties,"Vertex Energy, Inc",n/a,NYSE,Grocery,EPR^C,n/a,13th Floor,8 Mayfield Terrace,66-7650592,68462-505,NASDAQ,177457485-3,NO15 6366 8266 421,,Pound,SYP
64-116-7554,First Trust Small Cap Core AlphaDEX Fund,Eversource Energy,n/a,NASDAQ,Shoes,FYX,$488.7M,PO Box 91646,143 Corscot Alley,48-0412562,0173-0829,NYSE,483608047-9,ME27 8547 4195 6271 8289 59,,Euro,EUR
30-879-8097,"Ever-Glory International Group, Inc.","Illumina, Inc.",Consumer Non-Durables,NASDAQ,Automotive,EVK,$39.94M,Room 641,8371 2nd Circle,53-8690098,53329-650,NASDAQ,028276507-7,VG71 BHJN 0000 8632 0453 7893,,Rupiah,IDR
08-804-7097,Eastman Kodak Company,"Ionis Pharmaceuticals, Inc.",Miscellaneous,NYSE,Kids,KODK,$394.9M,Room 1136,09 Fuller Center,60-3156098,10122-314,NASDAQ,944346186-2,BR04 0071 8352 6552 3876 7366 117L B,,Rupiah,IDR
28-075-3188,Hewlett Packard Enterprise Company,"Chipotle Mexican Grill, Inc.",Technology,NYSE,Beauty,HPE,$27.09B,Room 1485,25 Glacier Hill Avenue,24-8014757,49738-886,NYSE,048167108-0,KZ54 3980 CT47 GHCJ 8JRG,,Zloty,PLN
52-260-0315,"PennTex Midstream Partners, LP","Mohawk Industries, Inc.",Public Utilities,NASDAQ,Shoes,PTXP,$812.25M,PO Box 44292,46534 Jana Street,73-9859323,58503-040,NYSE,662174839-6,ES82 0518 1604 9182 3735 9614,,Euro,EUR
94-833-5190,Atlantic Coast Financial Corporation,Ultrapar Participacoes S.A.,Finance,NASDAQ,Movies,ACFC,$119.14M,9th Floor,89319 Acker Plaza,66-3046688,68180-105,NYSE,227457042-6,BG83 KGJV 5364 89OW EHNA KL,,Yuan Renminbi,CNY
19-730-3383,WGL Holdings Inc,Lancaster Colony Corporation,Public Utilities,NYSE,Grocery,WGL,$4.32B,20th Floor,77894 Warbler Road,42-7587293,35356-779,NASDAQ,838142826-2,IE63 SLWK 8483 3493 8790 54,,Dollar,USD
49-947-5697,Pembina Pipeline Corp.,"Nutanix, Inc.",Energy,NYSE,Health,PBA,$13.23B,PO Box 90572,619 Thierer Junction,84-4494706,55154-3915,NASDAQ,483624450-1,DE50 7973 6976 2426 4832 33,,Shekel,ILS
35-876-6503,"Griffin Industrial Realty, Inc.","Selective Insurance Group, Inc.",Finance,NASDAQ,Sports,GRIF,$157.67M,Suite 92,77672 Starling Street,44-7237967,52641-700,NYSE,333583340-6,AZ62 HRVB RA84 6JGG NRWN 71KA WPMY,,Peso,PHP
24-626-9901,Eagle Point Credit Company Inc.,"Hawaiian Electric Industries, Inc.",n/a,NYSE,Shoes,ECCA,n/a,Room 1177,5 Coolidge Hill,00-9623679,68745-1156,NYSE,699319793-6,SA05 49GC FELV S6PK LTGB P41B,,Yuan Renminbi,CNY
09-592-3759,"Kayne Anderson Midstream Energy Fund, Inc","Maiden Holdings, Ltd.",n/a,NYSE,Grocery,KMF,$315.53M,13th Floor,90594 Rigney Avenue,51-8354159,0591-3572,NASDAQ,653823993-5,ES06 2314 0668 9417 9931 8983,,Euro,EUR
98-988-5229,Putnam Municipal Opportunities Trust,"AquaBounty Technologies, Inc.",n/a,NYSE,Tools,PMO,$481M,Suite 7,7439 Vahlen Alley,42-2238575,61957-1026,NASDAQ,193848642-0,IS13 7491 5284 4220 1370 0563 29,,Euro,EUR
70-872-0083,Aspen Insurance Holdings Limited,Dolby Laboratories,n/a,NYSE,Garden,AHL^D,n/a,11th Floor,346 Novick Way,04-3962013,36987-1012,NYSE,805460199-9,SK37 0515 1538 5138 9739 4108,,Naira,NGN
69-089-9321,Enel Americas S.A.,Sanofi,Public Utilities,NYSE,Jewelry,ENIA,$10.9B,Apt 144,92 Sutteridge Center,00-6650898,60681-5402,NYSE,685567239-6,FR13 9205 8413 69QH XSIL VR2L 233,,Krona,SEK
15-762-1464,Virtus Global Dividend & Income Fund Inc.,First Trust Nasdaq Food & Beverage ETF,n/a,NYSE,Jewelry,ZTR,$320.21M,PO Box 37570,95148 Scofield Street,08-1650722,36987-1959,NASDAQ,980538581-7,BH67 EAGD LW0U K1TC PJWA YM,,Peso,ARS
55-666-8189,"Cytokinetics, Incorporated",PowerShares S&P SmallCap Utilities Portfolio,Health Care,NASDAQ,Games,CYTK,$614.08M,Room 574,46 Cardinal Hill,53-3971142,0054-3270,NASDAQ,775033392-4,AZ02 EPZK 2CFJ LEOG CD7L A08P XOWO,,Tenge,KZT
64-321-3775,Public Storage,The9 Limited,Consumer Services,NYSE,Tools,PSA^S,n/a,PO Box 3004,7481 Stuart Drive,25-4884672,0409-3795,NASDAQ,088676138-7,DO65 TWMD 3552 5080 1787 6260 6171,,Kwacha,ZMW
17-770-4390,First Trust Mid Cap Value AlphaDEX Fund,"McCormick & Company, Incorporated",n/a,NASDAQ,Games,FNK,$54.66M,Apt 1264,74377 Jay Place,16-5001897,52862-016,NYSE,555820605-5,GR11 1244 847S CAPM 62HB MCXI KSL,,Yuan Renminbi,CNY
41-524-1456,PowerShares S&P SmallCap Utilities Portfolio,CorVel Corp.,n/a,NASDAQ,Baby,PSCU,$45.09M,5th Floor,734 Lakewood Road,51-2205181,10006-001,NASDAQ,398932398-9,SE10 1780 2764 1596 3486 6607,,Yuan Renminbi,CNY
11-839-9771,"East West Bancorp, Inc.",OCI Partners LP,Finance,NASDAQ,Health,EWBC,$8.55B,Room 1586,7 Hudson Parkway,61-8990354,0268-6678,NYSE,645042064-2,DK78 1254 5349 6966 06,,Peso,PHP
70-611-5071,Nomura Holdings Inc ADR,Ligand Pharmaceuticals Incorporated,Finance,NYSE,Music,NMR,$21.91B,PO Box 89919,71242 Sloan Drive,75-3986134,68180-194,NASDAQ,996238647-0,GR84 5345 1066 5H3N PFHG RMFQ TTR,,Peso,PHP
57-523-2982,Ellington Residential Mortgage REIT,"PB Bancorp, Inc.",Consumer Services,NYSE,Grocery,EARN,$140.16M,PO Box 36399,829 Judy Crossing,95-7311354,68151-2476,NASDAQ,782690480-3,FR58 1918 1605 726K 4DXC NZRV A48,,Zloty,PLN
21-335-6033,Cambrex Corporation,"SG Blocks, Inc.",Health Care,NYSE,Grocery,CBM,$1.87B,Room 415,7168 Towne Court,61-4683285,0603-3901,NASDAQ,234925555-7,DK49 6486 4225 9803 58,,Euro,EUR
81-983-4462,"Micron Technology, Inc.",BlackRock Science and Technology Trust,Technology,NASDAQ,Grocery,MU,$33.03B,8th Floor,33 Eliot Place,53-4964766,64679-155,NYSE,565657965-4,BH71 STYC GBSM MXCD D7JR A6,,Yuan Renminbi,CNY
77-843-4146,Chesapeake Lodging Trust,NewJersey Resources Corporation,Consumer Services,NYSE,Music,CHSP,$1.51B,14th Floor,18037 Carberry Drive,99-6144992,37808-292,NYSE,931694812-6,PT59 7616 8777 0752 5198 6828 9,,Euro,EUR
67-001-2292,"Del Frisco's Restaurant Group, Inc.",Wells Fargo & Company,Consumer Services,NASDAQ,Automotive,DFRG,$355.74M,9th Floor,34 Merrick Park,26-0401723,0615-5534,NYSE,089500821-1,GI96 NWQW JLEG DC4N I9NB CKK,,Peso,DOP
71-572-1710,Legacy Reserves LP,iRadimed Corporation,Energy,NASDAQ,Music,LGCYO,$46.06M,Suite 67,4524 Banding Circle,41-4112557,53499-1371,NASDAQ,998136071-6,FR33 5433 5342 99MT VEKR RKPL Z25,,Euro,EUR
98-629-3973,"Oclaro, Inc.","Flexion Therapeutics, Inc.",Technology,NASDAQ,Grocery,OCLR,$1.62B,8th Floor,79433 South Parkway,29-5183614,24385-322,NASDAQ,814875282-6,PL72 8127 1161 8892 0476 9886 0568,,Rupee,PKR
06-886-8510,"Ferrellgas Partners, L.P.",VelocityShares Daily 2x VIX Medium-Term ETN,Consumer Services,NYSE,Games,FGP,$508.11M,PO Box 66926,07838 Starling Drive,49-2015756,69196-2001,NASDAQ,812661514-1,SE30 1791 8496 7469 3334 9756,,Peso,PHP
09-138-3886,"Air Products and Chemicals, Inc.","Sun Communities, Inc.",Basic Industries,NYSE,Garden,APD,$31.68B,Apt 1578,1 North Court,82-7038347,63304-627,NYSE,427140801-8,DE54 7130 3539 0731 7412 42,,Euro,EUR
15-522-6284,"Lantronix, Inc.",Vanguard Russell 1000 ETF,Technology,NASDAQ,Home,LTRX,$40.45M,PO Box 94928,36 Village Green Center,16-4987854,55143-010,NASDAQ,160831511-8,AE51 5497 3428 0619 9746 985,,Yuan Renminbi,CNY
94-098-6089,"PS Business Parks, Inc.","Ever-Glory International Group, Inc.",n/a,NYSE,Beauty,PSB^U,n/a,18th Floor,308 Reindahl Lane,14-7631041,14290-379,NASDAQ,577534344-1,MR60 0755 7108 2592 0106 7931 765,,Real,BRL
15-444-2018,"Huntington Ingalls Industries, Inc.",China Southern Airlines Company Limited,Capital Goods,NYSE,Books,HII,$8.56B,Apt 1260,841 Caliangt Way,63-1492197,60764-009,NYSE,020194640-8,TN19 8401 2801 5586 4683 6673,,Peso,PHP
82-593-0386,Axalta Coating Systems Ltd.,"United Financial Bancorp, Inc. ",Basic Industries,NYSE,Toys,AXTA,$8.17B,PO Box 8400,837 Green Ridge Circle,07-6259956,59050-448,NASDAQ,400255758-8,ME53 4841 8433 2403 7245 79,,Afghani,AFN
72-669-7303,Open Text Corporation,"Martin Marietta Materials, Inc.",Technology,NASDAQ,Electronics,OTEX,$8.28B,PO Box 50174,680 Schiller Junction,59-1178608,14783-010,NYSE,694216140-3,KW36 OCPZ GI6A SLMH GVR0 NXA5 IFEK EK,,Franc,XAF
48-499-4713,Gabelli Dividend,Duff & Phelps Select Energy MLP Fund Inc.,n/a,NYSE,Home,GDV^A,n/a,PO Box 34887,77 Columbus Plaza,28-3441148,68180-853,NYSE,369193708-X,CZ82 8903 5761 8410 9684 6303,,Yuan Renminbi,CNY
90-467-2884,"Akebia Therapeutics, Inc.",NorthStar Realty Europe Corp.,Health Care,NASDAQ,Health,AKBA,$548.36M,Suite 27,5118 Prairieview Parkway,55-5288439,55910-148,NYSE,968222990-1,MK40 8321 BZ4Y RL0I L38,,Rupiah,IDR
59-852-3986,Convergys Corporation,"Smart Sand, Inc.",Technology,NYSE,Baby,CVG,$2.28B,1st Floor,3597 Barby Parkway,57-1278867,51346-256,NASDAQ,830489369-X,FR63 0549 1196 84UD Z4YO ANYJ C74,,Yuan Renminbi,CNY
78-752-8663,"Universal Forest Products, Inc.",Merus Labs International Inc.,Basic Industries,NASDAQ,Kids,UFPI,$1.83B,3rd Floor,49 Messerschmidt Alley,07-7475491,58697-539,NASDAQ,525837317-7,HU66 6153 1873 5879 6419 1308 4180,,Yuan Renminbi,CNY
97-284-5757,iPath US Treasury 2-year Bull ETN,"Popular, Inc.",Finance,NASDAQ,Shoes,DTUL,$5.01M,Room 160,420 Muir Street,96-5004977,16714-395,NASDAQ,327662792-2,FR24 0099 2789 19ZS WW8U UQRA B87,,Peso,PHP
98-613-2118,"Papa John's International, Inc.",Trillium Therapeutics Inc.,Consumer Services,NASDAQ,Toys,PZZA,$2.89B,5th Floor,7572 Red Cloud Drive,07-8756192,51079-629,NASDAQ,981501433-1,FO73 9167 6697 9546 12,,Yuan Renminbi,CNY
41-536-9642,Vistra Energy Corp.,"Waterstone Financial, Inc.",Public Utilities,NYSE,Beauty,VST,$7.14B,Apt 385,406 Morningstar Center,58-3424970,0008-0841,NASDAQ,951211346-5,HR59 8789 0921 9200 2335 6,,Rupiah,IDR
49-879-6892,M III Acquisition Corp.,Integra LifeSciences Holdings Corporation,Finance,NASDAQ,Kids,MIIIU,n/a,Room 956,03327 Gale Center,74-8753928,68084-123,NASDAQ,228388857-3,FR32 8992 1723 502S SNZF UYDQ I20,,Boliviano,BOB
86-299-0194,RadiSys Corporation,"Sunshine Bancorp, Inc.",Technology,NASDAQ,Baby,RSYS,$147.15M,PO Box 87292,01925 American Ash Circle,85-6286497,67777-408,NASDAQ,798127882-1,FO93 5881 1072 2364 19,,Rupiah,IDR
32-064-1336,ProQR Therapeutics N.V.,"Acadia Healthcare Company, Inc.",Health Care,NASDAQ,Kids,PRQR,$118.13M,Apt 469,15 Kinsman Center,94-4504853,48951-1238,NASDAQ,187719004-7,FR70 9327 1450 960F EBO3 8WBM F98,,Rupiah,IDR
99-702-0491,"InfraREIT, Inc.","PetMed Express, Inc.",Consumer Services,NYSE,Home,HIFR,$873.82M,Apt 802,80697 Haas Terrace,25-2366956,51824-011,NASDAQ,435337599-7,SK76 0979 4143 4334 2770 8123,,Zloty,PLN
20-922-5351,Barington/Hilco Acquisition Corp.,LivaNova PLC,Finance,NASDAQ,Books,BHACU,n/a,Room 374,83 Reindahl Alley,63-9322816,46123-005,NASDAQ,644689598-4,AD21 7870 0899 ERJ9 GQ2U B3WX,,Yuan Renminbi,CNY
66-432-7790,"C.H. Robinson Worldwide, Inc.","Essex Property Trust, Inc.",Transportation,NASDAQ,Industrial,CHRW,$9.87B,Room 740,70755 Nova Junction,65-6069251,0234-0575,NYSE,188940233-8,FR60 6242 7181 34JE NNR7 TZ5T C54,,Yuan Renminbi,CNY
70-753-7610,iShares MSCI Qatar Capped ETF,Regions Financial Corporation,n/a,NASDAQ,Kids,QAT,$38.96M,Suite 41,7 Golf View Road,30-6759468,25021-207,NYSE,832413517-0,AZ74 URRH PMOU Y0CI Z8IW SY7A J4ZY,,Real,BRL
66-662-3710,Guggenheim Enhanced Equity Income Fund,"Global Water Resources, Inc.",n/a,NYSE,Tools,GPM,$392.46M,Apt 1674,7584 Vernon Hill,08-0556600,58411-214,NASDAQ,542317574-7,PK45 AYAX BLUJ HEDR QUWB C7KE,,Peso,PHP
73-295-1967,"EnLink Midstream, LLC",Duke Realty Corporation,Public Utilities,NYSE,Electronics,ENLC,$2.92B,PO Box 92178,5511 Fisk Trail,90-0836021,62097-0003,NYSE,436005524-2,PL63 3770 2032 9603 9753 1416 5761,,Rupiah,IDR
51-632-8540,"Spectra Energy Partners, LP",UNITIL Corporation,Public Utilities,NYSE,Tools,SEP,$13.13B,1st Floor,56931 Hovde Point,61-3689054,64942-1177,NYSE,924331866-7,IL59 0666 4423 4510 1093 473,,Yuan Renminbi,CNY
08-559-7427,Senior Housing Properties Trust,TOP Ships Inc.,Consumer Services,NASDAQ,Garden,SNH,$5.12B,6th Floor,5240 Elmside Terrace,73-6754093,50458-140,NASDAQ,173895836-1,FR35 7966 5794 46QE MERF XSHN W07,,Rial,IRR
20-091-6269,Blackrock Muni New York Intermediate Duration Fund Inc,"VistaGen Therapeutics, Inc.",n/a,NYSE,Jewelry,MNE,$58.47M,Apt 1592,60 Bluestem Pass,65-8765538,0378-7732,NASDAQ,871272673-7,IE48 TOBM 0659 3960 9271 61,,Peso,COP
43-426-4500,Pebblebrook Hotel Trust,Materialise NV,n/a,NYSE,Automotive,PEB^C,n/a,PO Box 95933,099 Meadow Vale Crossing,16-3297916,33261-964,NASDAQ,625787518-8,BG17 GOYC 2573 5976 VDWE CI,,Yuan Renminbi,CNY
88-367-0547,Briggs & Stratton Corporation,CHS Inc,Energy,NYSE,Tools,BGG,$1.05B,Apt 383,26 Meadow Vale Trail,79-5739264,54575-476,NASDAQ,829795155-3,NL74 KRGF 4493 7260 80,,Rupiah,IDR
84-012-7721,"NexPoint Residential Trust, Inc.",SLM Corporation,Consumer Services,NYSE,Baby,NXRT,$536.19M,Suite 17,73 Twin Pines Alley,13-9779027,49580-0210,NASDAQ,737476185-6,ME78 0646 4493 3827 5868 79,,Rupiah,IDR
64-826-7617,"PS Business Parks, Inc.","Continental Building Products, Inc.",n/a,NYSE,Books,PSB^U,n/a,Room 1831,873 Acker Avenue,47-3905044,50419-208,NYSE,481999918-4,DK10 4305 1613 0746 72,,Peso,PHP
75-973-7965,Adtalem Global Education Inc.,Nuveen Virginia Quality Municipal Income Fund,Consumer Services,NYSE,Grocery,ATGE,$2.32B,Suite 23,967 Raven Drive,54-2490414,0024-0393,NYSE,055554332-3,BG66 CTCB 4229 76Z6 VX2U MX,,Yuan Renminbi,CNY
47-079-5947,"Korea Equity Fund, Inc.",Dana Incorporated,n/a,NYSE,Jewelry,KEF,$93.02M,Room 676,39 Messerschmidt Place,06-1253906,49288-0337,NYSE,749249940-X,BA28 2965 3420 8237 5875,,Yuan Renminbi,CNY
90-558-3110,"Cohen & Steers Total Return Realty Fund, Inc.",Diana Shipping inc.,n/a,NYSE,Electronics,RFI,$337.67M,Suite 47,69927 Hintze Terrace,60-3460592,37808-379,NYSE,703164011-3,DK79 7394 6392 5966 81,,Shekel,ILS
74-122-3645,Gulfport Energy Corporation,"Tallgrass Energy Partners, LP",Energy,NASDAQ,Sports,GPOR,$2.38B,PO Box 75358,3714 Northfield Pass,53-3733265,66215-401,NYSE,150341518-X,BE49 7518 9495 8927,,Real,BRL
35-673-9408,"TPI Composites, Inc.","Paychex, Inc.",Energy,NASDAQ,Health,TPIC,$590.4M,4th Floor,03607 Village Green Center,31-7927303,52664-009,NASDAQ,192408880-0,CZ90 1413 4875 7932 7032 8811,,Yuan Renminbi,CNY
39-991-0613,Nano Dimension Ltd.,"Cogint, Inc.",Technology,NASDAQ,Books,NNDM,$60.98M,PO Box 95957,254 Eagle Crest Junction,27-9753879,54868-2277,NASDAQ,781536950-2,BG83 JXOR 8174 69KC UBIP 16,,Rupiah,IDR
43-519-4495,"Tempur Sealy International, Inc.",First Trust/Aberdeen Emerging Opportunity Fund,Consumer Durables,NYSE,Grocery,TPX,$2.61B,17th Floor,59 Holy Cross Circle,28-5199710,61543-7783,NYSE,406683840-5,GT81 Q7GZ EZ6F OYJJ AGL4 OLVL 22QH,,Dollar,USD
09-361-6246,"Wellesley Bancorp, Inc.","M I Acquisitions, Inc.",Finance,NASDAQ,Health,WEBK,$65.48M,PO Box 78264,247 Express Place,22-0854020,21695-242,NASDAQ,136419909-2,DE11 2252 6638 2566 6371 64,,Dollar,CAD
81-352-8538,The Obesity ETF,Global X SuperDividend REIT ETF,n/a,NASDAQ,Home,SLIM,$2.61M,Room 817,7641 Fulton Court,12-4772916,59262-274,NASDAQ,526282960-0,LB76 6803 BPEH SJQM W10J KATC DIIX,,Peso,PHP
85-700-6951,"Second Sight Medical Products, Inc.",Andina Acquisition Corp. II,Health Care,NASDAQ,Kids,EYESW,n/a,19th Floor,845 Crowley Road,42-2962144,54868-5104,NASDAQ,857292610-0,SM13 G367 8564 819T UEQW IMAB 3M0,,Peso,PHP
07-749-6106,EchoStar Corporation,"Sierra Wireless, Inc.",Technology,NASDAQ,Grocery,SATS,$5.8B,10th Floor,30 4th Road,27-1397760,0280-0221,NASDAQ,451858172-5,FR64 3737 2289 34II F8V5 IZOD P01,,Lempira,HNL
67-534-8395,Westinghouse Air Brake Technologies Corporation,VEREIT Inc.,Capital Goods,NYSE,Sports,WAB,$8.53B,PO Box 48391,27 Columbus Alley,65-9665059,0904-5222,NYSE,480513855-6,TR52 0047 3WLX 9UTL 0ZOP 9VIG TU,,Dong,VND
28-352-1788,"Eaton Corporation, PLC",PIMCO New York Municipal Income Fund III,Technology,NYSE,Electronics,ETN,$34.35B,PO Box 37624,0 Dwight Center,07-1792769,59229-003,NYSE,670282796-2,AZ81 UTQK RPWQ Y7LL 9K7I DF74 IIJT,,Euro,EUR
80-795-1928,Advent/Claymore Enhanced Growth & Income Fund,Nuveen Connecticut Quality Municipal Income Fund,n/a,NYSE,Music,LCM,$119.57M,15th Floor,76 Elgar Street,42-9105419,63824-711,NYSE,884071399-9,HU12 9047 3118 6293 1274 2327 8417,,Yuan Renminbi,CNY
73-855-3849,Kayne Anderson MLP Investment Company,Dynegy Inc.,n/a,NYSE,Kids,KYN,$2.08B,Apt 1275,4727 Mockingbird Way,46-0032115,51079-620,NYSE,086581158-X,SA73 28AZ 8YQL NWDM 9UGB O5OX,,Hryvnia,UAH
72-397-1169,DBV Technologies S.A.,Penn West Petroleum Ltd,Health Care,NASDAQ,Shoes,DBVT,$1.63B,Room 350,910 Carpenter Lane,86-6739745,68258-3996,NYSE,913932957-7,GR04 7043 253W YTRC RH2F OLRL VGH,,Yuan Renminbi,CNY
