,Cluster ID,Link Score,source file,FTSE Code,Stock Name,Company Name,Stock Industry,Stock Market,Stock Sector,Stock Symbol,Stock Market Cap,Address 1,Address 2,client_id,broker_id,exchange_name,ISIN,TICKER,SEDOL,Currency,Currency Code
8815,,,1,74-470-2481,Tennant Company,Gladstone Investment Corporation,Technology,NYSE,Electronics,TNC,$1.33B,7th Floor,774 Spohn Plaza,95-2562059,,NASDAQ,086946259-8,FI50 1341 5589 2145 37,0054-0348,Zloty,PLN
8828,,,1,74-628-2534,"Guaranty Bancshares, Inc.","China Information Technology, Inc.",Finance,NASDAQ,Tools,GNTY,$340.68M,PO Box 25653,6040 Reinke Pass,81-5853432,,NASDAQ,594639785-0,TR25 6829 6KLC NWNI PGSM BA7A PO,54868-4598,Zloty,PLN
8970,,,1,77-819-7400,"Templeton Global Income Fund, Inc.","Cleveland BioLabs, Inc.",,NYSE,Garden,GIM,$896.08M,Suite 97,17 Mesta Hill,99-4723504,,NASDAQ,819536072-6,SE98 5294 8990 4268 8565 5232,59779-232,Zloty,PLN
8984,,,1,77-998-9782,Nuveen Missouri Quality Municipal Income Fund,"Taylor Devices, Inc.",,NYSE,Jewelry,NOM,$37.52M,Apt 1229,489 Birchwood Hill,83-5433112,,NASDAQ,253235146-2,BH30 EVKS LKMJ AEBV ILQ6 PB,55346-2902,Zloty,PLN
9147,,,1,80-937-9361,"SPS Commerce, Inc.",Cray Inc,Technology,NASDAQ,Computers,SPSC,$1.04B,Apt 1989,48 Roxbury Street,71-1600030,,NASDAQ,320573643-5,MR50 2399 8182 0785 7497 1829 664,76058-104,Zloty,PLN
9167,,,1,81-487-1810,Novelion Therapeutics Inc. ,Zions Bancorporation,Health Care,NASDAQ,Jewelry,NVLN,$171.11M,PO Box 94704,44068 Corscot Parkway,26-0513564,,NASDAQ,297198019-7,KW24 BELC 41J5 MHG5 TYH6 DSAR BZNY LN,55154-1276,Zloty,PLN
9337,,,1,84-793-8342,"Children's Place, Inc. (The)",YPF Sociedad Anonima,Consumer Services,NASDAQ,Automotive,PLCE,$1.91B,Apt 1475,4 High Crossing Alley,47-3862793,,NYSE,216148190-8,FR22 8398 3479 87BA RGSZ IJ7M H99,0065-0702,Zloty,PLN
9652,,,1,91-228-3889,"China Advanced Construction Materials Group, Inc.",Bank of America Corporation,Basic Industries,NASDAQ,Garden,CADC,$5.73M,Apt 1698,1924 Mariners Cove Street,22-5327537,,NYSE,996246080-8,KZ12 755O JZEP HPXY Z9LT,52125-079,Zloty,PLN
9852,,,1,95-330-8280,"Arrowhead Pharmaceuticals, Inc.",Allergan plc.,Health Care,NASDAQ,Jewelry,ARWR,$118.89M,1st Floor,615 Basil Court,32-4741126,,NYSE,395657181-9,FI26 4871 5058 1342 27,15071-604,Zloty,PLN
9866,,,1,95-594-9808,"UCP, Inc.",Veeco Instruments Inc.,Capital Goods,NYSE,Movies,UCP,$89.13M,Suite 7,70829 Katie Trail,15-5003220,,NASDAQ,375079947-4,FR09 3979 7219 02DI XJBF 6TXC F85,43596-0014,Zloty,PLN
9909,,,1,96-480-7793,Benitec Biopharma Limited,"Spark Energy, Inc.",Health Care,NASDAQ,Garden,BNTCW,,Room 1393,215 Kropf Terrace,39-8101201,,NASDAQ,794858727-6,FR63 4210 7316 59GG ALJD 1GSL U39,52533-011,Zloty,PLN
10033,,,1,98-575-7558,"Lamb Weston Holdings, Inc.",Double Eagle Acquisition Corp.,Consumer Non-Durables,NYSE,Music,LW,$6.58B,Suite 84,16 Fairview Alley,05-1486597,,NASDAQ,341203821-0,FR70 2336 7898 09UV XXV3 G2Q5 R84,64203-020,Zloty,PLN
195,,,0,03-522-0727,"Alliance HealthCare Services, Inc.","Southwest Gas Holdings, Inc.",Health Care,NASDAQ,Automotive,AIQ,$143.51M,10th Floor,35 Kings Plaza,75-4468777,0615-7844,NYSE,645960209-3,MD78 ISG2 TDPH XBJ9 TALP 91HB,,Rupee,PKR
656,,,0,12-406-9058,MidSouth Bancorp,Lsb Industries Inc.,Finance,NYSE,Electronics,MSL,$189.21M,Room 16,129 Westridge Court,02-2946546,28851-695,NYSE,000032033-1,MR97 7509 5408 7145 2425 7375 030,,Rupee,PKR
895,,,0,17-052-5085,"Enviva Partners, LP",First Trust Large Cap Value AlphaDEX Fund,Basic Industries,NYSE,Jewelry,EVA,$742.14M,Suite 4,8 Anzinger Point,47-8073018,0591-3170,NASDAQ,812199441-1,DO27 LJ4D 0260 1468 2349 8411 0691,,Rupee,PKR
1571,,,0,31-571-1639,Constellation Brands Inc,NASDAQ TEST STOCK,Consumer Non-Durables,NYSE,Movies,STZ,$35.32B,Room 1805,9309 Norway Maple Way,46-1441905,63354-161,NYSE,216773653-3,GL92 4300 3049 8896 69,,Rupee,PKR
2293,,,0,45-771-5716,"Bazaarvoice, Inc.","ARI Network Services, Inc.",Technology,NASDAQ,Electronics,BV,$397.33M,Room 1787,9 Jenifer Lane,79-3911686,54799-897,NASDAQ,698637082-2,FI82 4369 3239 3268 22,,Rupee,PKR
2346,,,0,46-774-2085,"Chart Industries, Inc.",Voya Emerging Markets High Income Dividend Equity Fund,Capital Goods,NASDAQ,Home,GTLS,$1.07B,Room 1260,6593 Sheridan Plaza,47-1150600,55154-6922,NYSE,846450337-7,PK98 MLEH GDYL 3SIZ KTKG JOTV,,Rupee,PKR
2918,,,0,57-791-8600,RAIT Financial Trust,"Commercial Vehicle Group, Inc.",,NYSE,Sports,RAS^B,,PO Box 27706,731 Lindbergh Way,03-7205509,33342-032,NASDAQ,451907873-3,IE35 YEEQ 9681 1481 8542 41,,Rupee,PKR
3442,,,0,68-317-2660,"Verisk Analytics, Inc.",The Community Financial Corporation,Technology,NASDAQ,Kids,VRSK,$13.75B,PO Box 65636,939 Oak Way,28-5374396,51079-062,NASDAQ,564648234-8,PT23 8900 8701 2910 3182 6513 9,,Rupee,PKR
3588,,,0,71-183-2649,Lexington Realty Trust,Karyopharm Therapeutics Inc.,Consumer Services,NYSE,Beauty,LXP,$2.46B,Suite 68,506 Raven Court,79-2444579,42291-619,NASDAQ,473032146-4,CZ26 6903 2039 6562 3600 8822,,Rupee,PKR
3601,,,0,71-434-4900,Atlassian Corporation Plc,"Burlington Stores, Inc.",Technology,NASDAQ,Electronics,TEAM,$7.84B,11th Floor,1 Cordelia Circle,98-4934016,13811-628,NYSE,235865158-3,BR81 8765 7419 0723 7353 5588 894L 8,,Rupee,PKR
3703,,,0,73-402-5533,InterXion Holding N.V.,Mylan N.V.,Technology,NYSE,Kids,INXN,$3.12B,Apt 1997,4653 Emmet Place,25-7469685,0173-0754,NASDAQ,871129683-6,ES11 6517 4667 3272 7442 9527,,Rupee,PKR
4629,,,0,91-680-8501,Hyatt Hotels Corporation,FlexShares US Quality Large Cap Index Fund,Consumer Services,NYSE,Outdoors,H,$7.26B,PO Box 96744,0498 Mariners Cove Alley,54-5210822,58407-125,NASDAQ,528527351-X,PT18 3436 0168 8613 5784 7258 7,,Rupee,PKR
4784,,,0,94-384-5465,Andina Acquisition Corp. II,Newtek Business Services Corp.,Finance,NASDAQ,Jewelry,ANDAW,,Suite 59,7 Independence Court,77-5988273,61957-9401,NASDAQ,647655652-5,TN87 4251 1167 0101 0315 8784,,Rupee,PKR
4838,,,0,95-488-4466,First Trust NASDAQ-100 Equal Weighted Index Fund,RenaissanceRe Holdings Ltd.,,NASDAQ,Grocery,QQEW,$556.3M,Apt 1504,04 Morrow Alley,69-4752106,0603-1328,NYSE,226973387-8,AZ59 YBNH 7EVH IMRO TQKM SQTY 056L,,Rupee,PKR
5027,,,0,98-629-3973,"Oclaro, Inc.","Flexion Therapeutics, Inc.",Technology,NASDAQ,Grocery,OCLR,$1.62B,8th Floor,79433 South Parkway,29-5183614,24385-322,NASDAQ,814875282-6,PL72 8127 1161 8892 0476 9886 0568,,Rupee,PKR
5807,,,1,13-584-3049,RXi Pharmaceuticals Corporation,Comp En De Mn Cemig ADS,Health Care,NASDAQ,Games,RXIIW,,5th Floor,72379 Bowman Court,35-8887937,,NYSE,233399709-5,SM56 L226 2895 902G ZSH3 LXVE RNJ,65862-601,Rupee,PKR
5963,,,1,17-221-1140,BlackRock Investment Quality Municipal Trust Inc. (The),Eaton Vance High Income 2021 Target Term Trust,,NYSE,Tools,BKN,$256.07M,PO Box 4415,2723 Novick Circle,16-5119534,,NYSE,615284945-4,AD06 6607 7685 WAY3 BPRW ZZSY,16590-282,Rupee,PKR
6170,,,1,21-236-8485,Axar Acquisition Corp.,Axar Acquisition Corp.,Finance,NASDAQ,Toys,AXAR,$83.79M,Apt 1279,7863 Riverside Circle,67-9279884,,NYSE,537654426-5,FR23 2840 5032 02GZ MPY5 ZPTB G83,63629-4470,Rupee,PKR
6666,,,1,31-159-4652,"TeleTech Holdings, Inc.","Diplomat Pharmacy, Inc.",Technology,NASDAQ,Sports,TTEC,$1.87B,Suite 58,090 Burning Wood Center,18-1593060,,NYSE,973220163-0,BA28 4796 8566 0897 4812,49999-053,Rupee,PKR
6857,,,1,34-615-4462,Rex Energy Corporation,Rex Energy Corporation,Energy,NASDAQ,Electronics,REXX,$3.23M,Room 1491,3 Monterey Terrace,20-4266768,,NASDAQ,101899330-4,FR78 0277 5987 71K7 PXTZ ANL3 Q84,0378-2520,Rupee,PKR
6896,,,1,35-313-9386,"Insmed, Inc.",PowerShares DWA Momentum Portfolio,Health Care,NASDAQ,Outdoors,INSM,$975.44M,Room 1878,668 Main Drive,15-6343730,,NASDAQ,224013725-8,ME76 5675 9733 0247 5527 40,11822-0578,Rupee,PKR
7013,,,1,37-865-5270,"Kindred Biosciences, Inc.","Darden Restaurants, Inc.",Health Care,NASDAQ,Music,KIN,$165.5M,PO Box 87964,340 Becker Avenue,67-8115215,,NYSE,613854967-8,FR65 3263 6950 40F5 YDN0 3RYP T82,52125-013,Rupee,PKR
7652,,,1,50-646-7593,"AgroFresh Solutions, Inc.",Principal U.S. Small Cap Index ETF,Finance,NASDAQ,Tools,AGFSW,,6th Floor,25 Maryland Circle,40-7899802,,NASDAQ,767486285-2,GT34 OKU8 ZTHE AMTM OKMO 36F8 C29H,21695-450,Rupee,PKR
7693,,,1,51-536-5115,Leading Brands Inc,International Paper Company,Consumer Non-Durables,NASDAQ,Jewelry,LBIX,$5.24M,1st Floor,2 Upham Terrace,39-8853882,,NYSE,078514736-5,BG49 BYGS 2264 26IA PH6R XO,50114-1240,Rupee,PKR
7738,,,1,52-583-0264,"Alarm.com Holdings, Inc.",Colonial Intermediate High Income Fund,Technology,NASDAQ,Garden,ALRM,$1.69B,Suite 85,1830 Jackson Drive,33-8503674,,NYSE,638479425-X,HR77 1707 3100 7948 2672 1,28595-804,Rupee,PKR
7999,,,1,58-196-3168,"Bellicum Pharmaceuticals, Inc.",Kinross Gold Corporation,Health Care,NASDAQ,Games,BLCM,$375.06M,10th Floor,093 Old Gate Pass,84-0575550,,NYSE,755408342-2,LI75 1955 5VTO WHVE JNQP O,0409-4346,Rupee,PKR
8173,,,1,61-521-5237,Dominion Diamond Corporation,Dominion Diamond Corporation,Basic Industries,NYSE,Industrial,DDC,$1.03B,Apt 463,29 Forster Pass,02-7524054,,NASDAQ,541904507-9,MR29 6196 1469 6582 0827 6539 682,33261-718,Rupee,PKR
8268,,,1,63-399-2568,"Craft Brew Alliance, Inc.","Hyster-Yale Materials Handling, Inc.",Consumer Non-Durables,NASDAQ,Industrial,BREW,$320.72M,15th Floor,82273 Porter Terrace,38-2979936,,NYSE,112556851-8,IT06 C739 1442 281A AKLE QG3G 3OQ,55312-515,Rupee,PKR
9535,,,1,89-175-1532,"People's United Financial, Inc.",Omnicom Group Inc.,Finance,NASDAQ,Games,PBCT,$6.07B,PO Box 78658,34883 Susan Court,96-5117924,,NYSE,192474582-8,IS36 6672 7776 5324 0067 1348 58,59351-0317,Rupee,PKR
10036,,,1,98-611-8440,"Avid Technology, Inc.",Phibro Animal Health Corporation,Technology,NASDAQ,Computers,AVID,$205.59M,10th Floor,5 East Place,43-4744580,,NASDAQ,781410686-9,PS07 ZTOL DLBX UZNG 6TNP BPO3 ZMUL J,24385-072,Rupee,PKR
7,,,0,00-146-2695,"Caseys General Stores, Inc.","Pandora Media, Inc.",Consumer Durables,NASDAQ,Garden,CASY,$4.23B,Suite 82,2400 Crowley Way,87-5767184,53808-0713,NYSE,990468145-7,CZ10 1216 3429 7966 4755 8714,,Peso,PHP
27,,,0,00-410-4269,Tech Data Corporation,DryShips Inc.,Technology,NASDAQ,Baby,TECD,$3.67B,Apt 922,8729 Pond Plaza,42-0136976,67457-230,NASDAQ,822135316-7,CY67 1920 1257 QTR8 UKZD 4725 9H8Z,,Peso,PHP
58,,,0,01-035-0074,"German American Bancorp, Inc.",Sumitomo Mitsui Financial Group Inc,Finance,NASDAQ,Garden,GABC,$741.31M,PO Box 17139,8 Superior Hill,08-0776384,62011-0185,NYSE,177316961-0,FR13 0377 6155 03HR LE90 22ET I08,,Peso,PHP
62,,,0,01-077-1397,IBERIABANK Corporation,Equitable Financial Corp.,Finance,NASDAQ,Beauty,IBKC,$4.16B,Suite 31,1027 Onsgard Court,03-4719504,41520-393,NASDAQ,882912118-5,SM80 R100 9948 339W KJUT ZUY2 GGQ,,Peso,PHP
74,,,0,01-380-6820,"Sonoma Pharmaceuticals, Inc.",American Superconductor Corporation,Health Care,NASDAQ,Games,SNOA,$28.82M,Room 1005,54587 Crescent Oaks Way,32-2504554,0517-5602,NASDAQ,225262868-5,SK20 6131 1072 6156 2868 1798,,Peso,PHP
126,,,0,02-307-1022,Callon Petroleum Company,Gabelli Dividend,Energy,NYSE,Industrial,CPE,$2.02B,Room 313,0 Lakeland Parkway,95-4422705,11444-020,NYSE,364284119-8,IS29 2539 1272 2958 4971 8940 12,,Peso,PHP
151,,,0,02-743-5860,Textron Inc.,"AutoZone, Inc.",Capital Goods,NYSE,Movies,TXT,$12.7B,Suite 63,3688 Sugar Center,40-4594235,52584-555,NYSE,647138382-7,PL58 6144 1031 6978 9067 8880 2223,,Peso,PHP
157,,,0,02-801-0485,"Extraction Oil & Gas, Inc.","Momenta Pharmaceuticals, Inc.",Energy,NASDAQ,Books,XOG,$2.25B,Apt 1643,13 Cardinal Point,98-9745097,42485-003,NASDAQ,263546830-3,GE47 OB67 5978 3757 4738 17,,Peso,PHP
251,,,0,04-677-5765,"American Financial Group, Inc.",Conyers Park Acquisition Corp.,,NYSE,Kids,AFW.CL,,Apt 347,66 Randy Avenue,77-4543848,0363-8396,NASDAQ,322772037-X,SM72 D180 0579 407X FDLA 7S3P 1CQ,,Peso,PHP
255,,,0,04-745-1385,Superconductor Technologies Inc.,Zion Oil & Gas Inc,Technology,NASDAQ,Kids,SCON,$17.48M,Room 1680,6600 Pond Drive,52-0017093,15127-962,NASDAQ,937184526-0,BE33 6241 8558 6528,,Peso,PHP
291,,,0,05-429-8802,"Blackrock MuniHoldings Fund II, Inc.",Tata Motors Ltd,,NYSE,Books,MUH,$180.01M,10th Floor,6 Golf Course Junction,59-0848821,36987-2213,NYSE,056712625-0,FR61 9259 4513 18QP T2JJ YJ0A K28,,Peso,PHP
292,,,0,05-440-4418,iRadimed Corporation,JetPay Corporation,Health Care,NASDAQ,Computers,IRMD,$92.99M,Suite 55,7 Sutteridge Way,89-1910767,61722-165,NASDAQ,967915092-5,GE80 LS18 0880 4218 1986 76,,Peso,PHP
311,,,0,05-885-1485,Antero Midstream Partners LP,"Nova Lifestyle, Inc",Public Utilities,NYSE,Jewelry,AM,$6.02B,PO Box 1630,80 Coleman Junction,47-8993798,49415-0002,NASDAQ,261059548-4,VG98 YWLJ 6523 8653 9075 0192,,Peso,PHP
328,,,0,06-396-6884,Attunity Ltd.,KT Corporation,Technology,NASDAQ,Games,ATTU,$126.74M,Apt 428,56 Everett Way,51-2720447,42291-684,NYSE,589334808-7,KW80 UHQS ZBFE WPE9 OMIX WQET 2ZWE 7U,,Peso,PHP
331,,,0,06-473-6522,"Finjan Holdings, Inc.",Logitech International S.A.,Miscellaneous,NASDAQ,Toys,FNJN,$73.68M,Apt 1233,04173 Lakewood Gardens Place,04-5376817,16590-847,NASDAQ,933578861-9,VG82 XHRO 4847 5233 6763 1756,,Peso,PHP
334,,,0,06-552-1550,Kansas City Southern,X-Links Gold Shares Covered Call ETN,Transportation,NYSE,Toys,KSU,$11.01B,Suite 49,4863 Mesta Drive,19-2397744,59572-503,NASDAQ,982257765-6,BE80 1970 6144 9221,,Peso,PHP
347,,,0,06-886-8510,"Ferrellgas Partners, L.P.",VelocityShares Daily 2x VIX Medium-Term ETN,Consumer Services,NYSE,Games,FGP,$508.11M,PO Box 66926,07838 Starling Drive,49-2015756,69196-2001,NASDAQ,812661514-1,SE30 1791 8496 7469 3334 9756,,Peso,PHP
358,,,0,07-149-8039,First Trust Emerging Markets Small Cap AlphaDEX Fund,United Security Bancshares,,NASDAQ,Games,FEMS,$200.51M,PO Box 11437,60 Nancy Plaza,61-1042678,0004-6314,NASDAQ,133892344-7,GI17 YGHT ZIQA Z2S7 QSW1 222,,Peso,PHP
365,,,0,07-275-6792,Therapix Biosciences Ltd.,"Baldwin & Lyons, Inc.",Health Care,NASDAQ,Baby,TRPX,$21.62M,14th Floor,935 Helena Crossing,84-3379746,41250-706,NASDAQ,868629929-6,PL10 4869 2279 5267 0010 9106 4047,,Peso,PHP
411,,,0,07-909-6850,IPG Photonics Corporation,"Intersections, Inc.",Technology,NASDAQ,Grocery,IPGP,$7.53B,Suite 35,6 Judy Park,37-5149290,57520-0919,NASDAQ,370242963-8,IS29 6634 1369 7998 0944 4570 92,,Peso,PHP
429,,,0,08-150-2362,"The Navigators Group, Inc.",Hardinge Inc.,Finance,NASDAQ,Electronics,NAVG,$1.6B,Apt 1411,98 Eastwood Hill,46-7157523,51125-006,NASDAQ,680868266-6,AD20 4620 7018 GINX IIN6 R0DP,,Peso,PHP
486,,,0,09-454-8832,Ingevity Corporation,ImmuCell Corporation,Basic Industries,NYSE,Grocery,NGVT,$2.41B,Room 650,95 Elmside Circle,96-2749479,55111-160,NASDAQ,916619270-6,LU45 405W PHY7 JNCH MUI8,,Peso,PHP
500,,,0,09-802-3816,"Camping World Holdings, Inc.",Terex Corporation,Consumer Durables,NYSE,Books,CWH,$2.47B,Room 1429,2 Dottie Center,84-3993751,50268-619,NYSE,594716529-5,PL71 8088 1832 8871 8429 9900 3382,,Peso,PHP
514,,,0,10-071-9612,Hovnanian Enterprises Inc,Target Corporation,Capital Goods,NYSE,Grocery,HOV,$340.42M,Apt 280,9 Vidon Point,28-1771481,24488-004,NYSE,678091796-6,DE04 9681 9030 2134 9775 44,,Peso,PHP
552,,,0,10-716-2529,"Franklin Financial Network, Inc.","Boot Barn Holdings, Inc.",Finance,NYSE,Clothing,FSB,$541.39M,Suite 37,27836 Dakota Park,11-5215426,51079-456,NYSE,176595867-9,FR63 0715 4749 92RH X4SA GKGD 332,,Peso,PHP
588,,,0,11-283-4324,Vanda Pharmaceuticals Inc.,Ovid Therapeutics Inc.,Health Care,NASDAQ,Clothing,VNDA,$612.59M,Apt 1943,6 Manley Center,92-9532815,51655-102,NASDAQ,697628546-6,CR68 9244 0550 1200 8388 8,,Peso,PHP
621,,,0,11-839-9771,"East West Bancorp, Inc.",OCI Partners LP,Finance,NASDAQ,Health,EWBC,$8.55B,Room 1586,7 Hudson Parkway,61-8990354,0268-6678,NYSE,645042064-2,DK78 1254 5349 6966 06,,Peso,PHP
638,,,0,12-153-0404,Function(x) Inc.,Kronos Worldwide Inc,Technology,NASDAQ,Grocery,FNCX,$14.24M,Room 1713,95 Erie Plaza,80-6447675,11523-0771,NYSE,023367807-7,TR67 2833 71BE T2CS GVG1 RJQC V8,,Peso,PHP
641,,,0,12-194-3784,NXP Semiconductors N.V.,"Goldman Sachs Group, Inc. (The)",Technology,NASDAQ,Home,NXPI,$36.76B,Suite 22,679 Maple Wood Drive,49-0554227,36987-1801,NYSE,174163570-5,BR21 5517 3004 2480 6692 2136 920Q E,,Peso,PHP
655,,,0,12-403-2195,"Old Dominion Freight Line, Inc.","TrueBlue, Inc.",Transportation,NASDAQ,Kids,ODFL,$7.81B,Room 904,35 Village Green Crossing,40-8401119,67296-0447,NYSE,419000586-X,IE59 WDEE 1596 7839 7269 72,,Peso,PHP
742,,,0,13-892-7380,Cerner Corporation,Diamondrock Hospitality Company,Technology,NASDAQ,Garden,CERN,$21.82B,Suite 48,922 Sherman Drive,95-9715324,63629-4578,NYSE,203939573-3,LT59 2957 9498 1073 7461,,Peso,PHP
811,,,0,15-317-8452,BalckRock Taxable Municipal Bond Trust,"GTY Technology Holdings, Inc.",,NYSE,Books,BBN,$1.32B,Apt 1341,2488 Bellgrove Terrace,35-5662302,43353-808,NASDAQ,227463808-X,DO91 MKNV 3365 5049 9517 5600 0902,,Peso,PHP
823,,,0,15-523-3275,"Avenue Therapeutics, Inc.",Annaly Capital Management Inc,,NASDAQ,Baby,ATXI,,Apt 1063,073 Jay Hill,76-8708057,60760-301,NYSE,534887704-2,FR55 4143 3571 21WQ GRBE 2LDY 374,,Peso,PHP
878,,,0,16-712-6049,Southern California Edison Company,INVESCO MORTGAGE CAPITAL INC,,NYSE,Shoes,SCE^F,,PO Box 10576,9224 Lyons Terrace,13-7488997,64980-170,NYSE,539740835-2,ES98 5659 0988 2771 5072 0498,,Peso,PHP
883,,,0,16-769-9722,Crawford & Company,Western Asset/Claymore U.S. Treasury Inflation Prot Secs Fd,,NYSE,Books,CRD.A,,PO Box 39806,231 Oxford Circle,98-9937098,0603-4661,NYSE,642843453-9,ME64 5028 6937 1272 2731 71,,Peso,PHP
979,,,0,18-986-6463,Advent Claymore Convertible Securities and Income Fund,The AES Corporation,,NYSE,Baby,AVK,$378.24M,Apt 1034,95850 Bultman Terrace,50-0291621,0904-6398,NYSE,887296070-3,MU39 MMHZ 0495 6265 4175 7075 348L JX,,Peso,PHP
1011,,,0,19-839-3557,"Kona Grill, Inc.",National General Holdings Corp,Consumer Services,NASDAQ,Grocery,KONA,$33.83M,PO Box 34594,962 3rd Circle,88-7929608,35356-087,NASDAQ,429704331-9,FR85 3244 6354 94ZA VLEK RVC7 816,,Peso,PHP
1105,,,0,21-687-5656,WisdomTree U.S. Quality Dividend Growth Fund,Bank of America Corporation,,NASDAQ,Toys,DGRW,$1.45B,7th Floor,5985 Morrow Parkway,97-6796978,68012-052,NYSE,195370255-4,DK91 0852 5934 0684 17,,Peso,PHP
1152,,,0,22-446-5174,"Rennova Health, Inc.",RXi Pharmaceuticals Corporation,Health Care,NASDAQ,Grocery,RNVAZ,,Room 434,643 Karstens Drive,73-7171996,57520-0484,NASDAQ,254963662-7,VG87 WSKT 7628 5378 6277 4742,,Peso,PHP
1187,,,0,23-255-3779,Autobytel Inc.,"Greenhill & Co., Inc.",Technology,NASDAQ,Health,ABTL,$136.4M,Suite 29,44 Pond Circle,89-3711833,68479-808,NYSE,960535711-9,EE12 2965 7020 5561 7896,,Peso,PHP
1306,,,0,26-033-9642,"Insteel Industries, Inc.",Hersha Hospitality Trust,Capital Goods,NASDAQ,Clothing,IIIN,$605.76M,Suite 66,098 Ronald Regan Point,80-4928723,68084-039,NYSE,951049834-3,KZ42 6080 5QQA 5GTJ XR5W,,Peso,PHP
1375,,,0,27-512-0367,Crestwood Equity Partners LP,"SilverSun Technologies, Inc.",Consumer Services,NYSE,Health,CEQP,$1.48B,Apt 792,46 Browning Center,05-6753408,54868-5944,NASDAQ,997526975-3,NO05 3956 6913 766,,Peso,PHP
1405,,,0,28-047-6040,Restaurant Brands International Inc.,Lumentum Holdings Inc.,Consumer Services,NYSE,Outdoors,QSR,$14.34B,Suite 12,502 Fulton Pass,55-9166130,49288-0484,NASDAQ,384720372-X,SE52 8618 0399 5791 9673 6365,,Peso,PHP
1429,,,0,28-468-6972,iShares MSCI New Zealand Capped ETF,Ciner Resources LP,,NASDAQ,Music,ENZL,$164.61M,Room 1935,926 Warrior Court,08-3664626,0409-7712,NYSE,598610927-9,MR03 1720 0748 7325 3317 1700 307,,Peso,PHP
1452,,,0,29-196-4659,American Superconductor Corporation,Western Asset Bond Fund,Consumer Durables,NASDAQ,Beauty,AMSC,$87.9M,Apt 587,50 Superior Circle,85-0661400,68828-158,NYSE,755238161-2,SE90 6373 9446 3358 0323 0225,,Peso,PHP
1519,,,0,30-510-7083,Ultralife Corporation,"Tivity Health, Inc.",Miscellaneous,NASDAQ,Games,ULBI,$102.3M,PO Box 34488,44 Bluestem Crossing,08-9425306,44087-1005,NASDAQ,060054750-7,TN46 0727 6372 8457 6346 3915,,Peso,PHP
1536,,,0,30-884-4929,"Alnylam Pharmaceuticals, Inc.",Grupo Aval Acciones y Valores S.A.,Health Care,NASDAQ,Music,ALNY,$6.56B,Room 82,8 School Alley,02-0101021,45802-057,NYSE,837551252-4,NO46 0818 1726 597,,Peso,PHP
1662,,,0,33-221-6750,First Trust Switzerland AlphaDEX Fund,"Morgan Stanley Emerging Markets Fund, Inc.",,NASDAQ,Computers,FSZ,$192.43M,Suite 85,1 Scott Street,52-6446441,21695-521,NYSE,211110806-5,GR54 2938 976B 70BU JFTQ IHMS KWN,,Peso,PHP
1721,,,0,34-379-6860,"Marcus & Millichap, Inc.",Aegon NV,Finance,NYSE,Tools,MMI,$973.21M,Room 1607,3 Bartillon Road,58-2837945,0603-9424,NYSE,093731262-2,PK96 GMZX CQ2O 8YQD 61PM PYJZ,,Peso,PHP
1730,,,0,34-544-3244,Rayonier Inc.,Concord Medical Services Holdings Limited,Consumer Services,NYSE,Movies,RYN,$3.71B,Suite 58,25 Stone Corner Plaza,09-5509526,0268-1379,NYSE,809236320-X,MU75 GUDU 3635 8260 0776 0545 742N ES,,Peso,PHP
1778,,,0,35-543-7051,EMCORE Corporation,Baytex Energy Corp,Technology,NASDAQ,Home,EMKR,$299.12M,Apt 1280,86548 Oak Valley Way,83-3588673,62011-0071,NYSE,897206132-8,SI19 5452 5510 3230 559,,Peso,PHP
1782,,,0,35-622-1668,Cellect Biotechnology Ltd.,ContraFect Corporation,,NASDAQ,Health,APOPW,,Suite 23,2498 Arapahoe Terrace,63-4804321,49349-886,NASDAQ,234676460-4,RS67 7806 8730 2920 2850 98,,Peso,PHP
1790,,,0,35-747-4512,"On Assignment, Inc.",Pennsylvania Real Estate Investment Trust,Technology,NYSE,Baby,ASGN,$2.87B,Room 1363,981 Ridge Oak Circle,20-3431190,49999-006,NYSE,950071930-4,KZ36 872U L6O7 L7QY MEJP,,Peso,PHP
1796,,,0,35-876-6503,"Griffin Industrial Realty, Inc.","Selective Insurance Group, Inc.",Finance,NASDAQ,Sports,GRIF,$157.67M,Suite 92,77672 Starling Street,44-7237967,52641-700,NYSE,333583340-6,AZ62 HRVB RA84 6JGG NRWN 71KA WPMY,,Peso,PHP
1859,,,0,37-337-5708,Neff Corporation,"Barnes Group, Inc.",Technology,NYSE,Kids,NEFF,$563.71M,PO Box 84920,5 Mifflin Center,80-1800274,60505-0169,NYSE,096515154-9,NL66 EHRA 5299 5323 99,,Peso,PHP
1873,,,0,37-670-9062,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,"Motorola Solutions, Inc.",Transportation,NASDAQ,Sports,OMAB,$2.25B,Suite 57,74134 Lyons Avenue,73-4389603,12546-987,NYSE,334510668-X,FR25 2649 5727 23EG HHFE U2KG K02,,Peso,PHP
1922,,,0,38-635-3203,Eaton Vance Senior Floating-Rate Fund,"Gulf Resources, Inc.",,NYSE,Baby,EFR,$548.94M,Apt 1027,36671 Bashford Pass,18-0387503,0591-2044,NASDAQ,198127335-2,IS69 5105 3309 6067 2143 6352 02,,Peso,PHP
